 119 ; 80.01.02.078 ;" Nabavka i ugradnja pocinkovanog mufa 2 1/2"" "; kom ;0,00;3.265,00;40;0,00; 328278 ;1.980,00;1485;1959;1.795,75;Zamena
 120 ; 80.01.02.079 ;" Nabavka i ugradnja pocinkovanog mufa 3"" "; kom ;0,00;3.966,00;40;0,00; 328279 ;2.207,00;1655,25;2379,6;2.181,30;Zamena
 121 ; 80.01.02.085 ;" Zamena pocinkovanog duplog nipla 1/2"" "; kom ;0,00;1.603,00;400;0,00; 328280 ;1.603,00;1202,25;961,8;881,65;Zamena
 122 ; 80.01.02.086 ;" Zamena pocinkovanog duplog nipla 3/4"" "; kom ;0,00;1.624,00;300;0,00; 328281 ;1.624,00;1218;974,4;893,20;Zamena
 123 ; 80.01.02.087 ;" Zamena pocinkovanog duplog nipla 1"" "; kom ;0,00;1.954,00;200;0,00; 328282 ;1.954,00;1465,5;1172,4;1.074,70;Zamena
 124 ; 80.01.02.088 ;" Zamena pocinkovanog duplog nipla 5/4"" "; kom ;0,00;1.998,00;100;0,00; 328283 ;1.998,00;1498,5;1198,8;1.098,90;Zamena
 125 ; 80.01.02.089 ;" Zamena pocinkovanog duplog nipla 6/4"" "; kom ;0,00;2.465,00;100;0,00; 328284 ;2.465,00;1848,75;1479;1.355,75;Zamena
 126 ; 80.01.02.090 ;" Zamena pocinkovanog duplog nipla 2"" "; kom ;0,00;3.118,00;100;0,00; 328285 ;3.118,00;2338,5;1870,8;1.714,90;Zamena
 127 ; 80.01.02.091 ;" Zamena pocinkovanog duplog nipla 2 1/2"" "; kom ;0,00;4.506,00;60;0,00; 328286 ;4.506,00;3379,5;2703,6;2.478,30;Zamena
 128 ; 80.01.02.092 ;" Zamena pocinkovanog duplog nipla 3"" "; kom ;0,00;5.499,00;40;0,00; 328287 ;5.499,00;4124,25;3299,4;3.024,45;Zamena
 129 ; 80.01.02.093 ;" Demontaža pocinkovanog duplog nipla 1/2"" "; kom ;0,00;478,00;400;0,00; 328288 ;478,00;358,5;286,8;262,90;Zamena
 130 ; 80.01.02.094 ;" Demontaža pocinkovanog duplog nipla 3/4"" "; kom ;0,00;478,00;300;0,00; 328289 ;478,00;358,5;286,8;262,90;Zamena
 131 ; 80.01.02.095 ;" Demontaža pocinkovanog duplog nipla 1"" "; kom ;0,00;578,00;200;0,00; 328290 ;578,00;433,5;346,8;317,90;Zamena
 132 ; 80.01.02.096 ;" Demontaža pocinkovanog duplog nipla 5/4"" "; kom ;0,00;578,00;100;0,00; 328291 ;578,00;433,5;346,8;317,90;Zamena
 133 ; 80.01.02.097 ;" Demontaža pocinkovanog duplog nipla 6/4"" "; kom ;0,00;716,00;100;0,00; 328292 ;716,00;537;429,6;393,80;Zamena
 134 ; 80.01.02.098 ;" Demontaža pocinkovanog duplog nipla 2"" "; kom ;0,00;910,00;100;0,00; 328293 ;910,00;682,5;546;500,50;Zamena
 135 ; 80.01.02.099 ;" Demontaža pocinkovanog duplog nipla 2 1/2"" "; kom ;0,00;1.306,00;60;0,00; 328294 ;1.306,00;979,5;783,6;718,30;Zamena
 136 ; 80.01.02.100 ;" Demontaža pocinkovanog duplog nipla 3"" "; kom ;0,00;1.527,00;40;0,00; 328295 ;1.527,00;1145,25;916,2;839,85;Zamena
 137 ; 80.01.02.101 ;" Nabavka i ugradnja pocinkovanog duplog nipla 1/2"" "; kom ;0,00;1.125,00;400;0,00; 328296 ;708,00;531;675;618,75;Zamena
 138 ; 80.01.02.102 ;" Nabavka i ugradnja pocinkovanog duplog nipla 3/4"" "; kom ;0,00;1.146,00;300;0,00; 328297 ;717,00;537,75;687,6;630,30;Zamena
 139 ; 80.01.02.103 ;" Nabavka i ugradnja pocinkovanog duplog nipla 1"" "; kom ;0,00;1.376,00;200;0,00; 328298 ;806,00;604,5;825,6;756,80;Zamena
 140 ; 80.01.02.104 ;" Nabavka i ugradnja pocinkovanog duplog nipla 5/4"" "; kom ;0,00;1.420,00;100;0,00; 328299 ;1.078,00;808,5;852;781,00;Zamena
 141 ; 80.01.02.105 ;" Nabavka i ugradnja pocinkovanog duplog nipla 6/4"" "; kom ;0,00;1.749,00;100;0,00; 328300 ;1.153,00;864,75;1049,4;961,95;Zamena
 142 ; 80.01.02.106 ;" Nabavka i ugradnja pocinkovanog duplog nipla 2"" "; kom ;0,00;2.208,00;100;0,00; 328301 ;1.315,00;986,25;1324,8;1.214,40;Zamena
 143 ; 80.01.02.107 ;" Nabavka i ugradnja pocinkovanog duplog nipla 2 1/2"" "; kom ;0,00;3.200,00;60;0,00; 328302 ;2.041,00;1530,75;1920;1.760,00;Zamena
 144 ; 80.01.02.108 ;" Nabavka i ugradnja pocinkovanog duplog nipla 3"" "; kom ;0,00;3.972,00;40;0,00; 328303 ;2.348,00;1761;2383,2;2.184,60;Zamena
 145 ; 80.01.02.114 ;" Zamena pocinkovane redukcije 3/4"" na 1/2"" "; kom ;0,00;1.640,00;100;0,00; 328304 ;1.640,00;1230;984;902,00;Zamena
 146 ; 80.01.02.115 ;" Zamena pocinkovane redukcije 1"" na 1/2"" "; kom ;0,00;1.937,00;100;0,00; 328305 ;1.937,00;1452,75;1162,2;1.065,35;Zamena
 147 ; 80.01.02.116 ;" Zamena pocinkovane redukcije 1"" na 3/4"" "; kom ;0,00;1.937,00;100;0,00; 328306 ;1.937,00;1452,75;1162,2;1.065,35;Zamena
 148 ; 80.01.02.117 ;" Zamena pocinkovane redukcije 5/4"" na 1/2"" "; kom ;0,00;2.001,00;100;0,00; 328307 ;2.001,00;1500,75;1200,6;1.100,55;Zamena
 149 ; 80.01.02.118 ;" Zamena pocinkovane redukcije 5/4"" na 3/4"" "; kom ;0,00;2.001,00;100;0,00; 328308 ;2.001,00;1500,75;1200,6;1.100,55;Zamena
 150 ; 80.01.02.119 ;" Zamena pocinkovane redukcije 5/4"" na 1"" "; kom ;0,00;2.001,00;100;0,00; 328309 ;2.001,00;1500,75;1200,6;1.100,55;Zamena
