Broj Fakture;Datum PDV;Iznos/Osnovica;Penal;PDV;Iznos sa penalom i PDV;PG Iznos/Osnovica;PG PDV;PG Penal;PG Iznos sa PDVom;Vrsta Naloga
GS-2604/2026;27.02.2026;95565.00;0.00;19113.00;114678.00;64506.38;12901.28;0.00;77407.65;TEKUCE
GS-2634/2026;27.02.2026;170272.60;0.00;34054.52;204327.12;114934.01;22986.80;0.00;137920.81;TEKUCE
GS-2563/2026;27.02.2026;181000.60;0.00;36200.12;217200.72;122175.41;24435.08;0.00;146610.49;TEKUCE
GS-2628/2026;27.02.2026;85289.70;0.00;17057.94;102347.64;57570.55;11514.11;0.00;69084.66;NEODLOZNO
GS-2550/2026;27.02.2026;55372.40;0.00;11074.48;66446.88;37376.37;7475.27;0.00;44851.64;NEODLOZNO
GS-2484/2026;27.02.2026;14171.40;0.00;2834.28;17005.68;9565.69;1913.14;0.00;11478.83;NEODLOZNO
GS-2600/2026;27.02.2026;55870.20;0.00;11174.04;67044.24;37712.39;7542.48;0.00;45254.86;NEODLOZNO
GS-2462/2026;27.02.2026;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-2464/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2495/2026;27.02.2026;8895.60;0.00;1779.12;10674.72;6004.53;1200.91;0.00;7205.44;NEODLOZNO
GS-2575/2026;27.02.2026;41430.60;0.00;8286.12;49716.72;27965.66;5593.13;0.00;33558.79;NEODLOZNO
GS-2608/2026;27.02.2026;4830.00;0.00;966.00;5796.00;3260.25;652.05;0.00;3912.30;NEODLOZNO
GS-2594/2026;27.02.2026;57900.20;0.00;11580.04;69480.24;39082.64;7816.53;0.00;46899.16;NEODLOZNO
GS-2627/2026;27.02.2026;59590.20;0.00;11918.04;71508.24;40223.39;8044.68;0.00;48268.06;NEODLOZNO
GS-2466/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2619/2026;27.02.2026;52629.90;0.00;10525.98;63155.88;35525.18;7105.04;0.00;42630.22;NEODLOZNO
GS-2632/2026;27.02.2026;42176.40;0.00;8435.28;50611.68;28469.07;5693.81;0.00;34162.88;NEODLOZNO
GS-2460/2026;27.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-2461/2026;27.02.2026;16905.20;0.00;3381.04;20286.24;11411.01;2282.20;0.00;13693.21;NEODLOZNO
GS-2459/2026;27.02.2026;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-2467/2026;27.02.2026;50066.00;0.00;10013.20;60079.20;33794.55;6758.91;0.00;40553.46;NEODLOZNO
GS-2498/2026;27.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-2598/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2463/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2561/2026;27.02.2026;53610.40;0.00;10722.08;64332.48;36187.02;7237.40;0.00;43424.42;NEODLOZNO
GS-2630/2026;27.02.2026;39772.70;0.00;7954.54;47727.24;26846.57;5369.31;0.00;32215.89;NEODLOZNO
GS-2458/2026;27.02.2026;11300.00;0.00;2260.00;13560.00;7627.50;1525.50;0.00;9153.00;NEODLOZNO
GS-2577/2026;27.02.2026;39612.20;0.00;7922.44;47534.64;26738.24;5347.65;0.00;32085.88;NEODLOZNO
GS-2606/2026;27.02.2026;42173.00;0.00;8434.60;50607.60;28466.78;5693.36;0.00;34160.13;NEODLOZNO
GS-2595/2026;27.02.2026;56300.00;0.00;11260.00;67560.00;38002.50;7600.50;0.00;45603.00;NEODLOZNO
GS-2579/2026;27.02.2026;46263.20;0.00;9252.64;55515.84;31227.66;6245.53;0.00;37473.19;NEODLOZNO
GS-2485/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2603/2026;27.02.2026;51000.00;0.00;10200.00;61200.00;34425.00;6885.00;0.00;41310.00;NEODLOZNO
GS-2597/2026;27.02.2026;11300.00;0.00;2260.00;13560.00;7627.50;1525.50;0.00;9153.00;NEODLOZNO
GS-2487/2026;27.02.2026;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-2560/2026;27.02.2026;17842.40;0.00;3568.48;21410.88;12043.62;2408.72;0.00;14452.34;NEODLOZNO
GS-2556/2026;27.02.2026;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-2555/2026;27.02.2026;10684.80;0.00;2136.96;12821.76;7212.24;1442.45;0.00;8654.69;NEODLOZNO
GS-2465/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2602/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2557/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2497/2026;27.02.2026;21500.00;0.00;4300.00;25800.00;14512.50;2902.50;0.00;17415.00;NEODLOZNO
GS-2559/2026;27.02.2026;11600.00;0.00;2320.00;13920.00;7830.00;1566.00;0.00;9396.00;NEODLOZNO
GS-2486/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2599/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2578/2026;27.02.2026;35500.00;0.00;7100.00;42600.00;23962.50;4792.50;0.00;28755.00;NEODLOZNO
GS-2631/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2633/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2496/2026;27.02.2026;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-2629/2026;27.02.2026;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-2596/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2468/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2552/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2580/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2576/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2488/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2494/2026;27.02.2026;17440.00;0.00;3488.00;20928.00;11772.00;2354.40;0.00;14126.40;NEODLOZNO
GS-2562/2026;27.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2564/2026;27.02.2026;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-2480/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2607/2026;27.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-2558/2026;27.02.2026;19440.00;0.00;3888.00;23328.00;13122.00;2624.40;0.00;15746.40;NEODLOZNO
GS-2601/2026;27.02.2026;13098.30;0.00;2619.66;15717.96;8841.35;1768.27;0.00;10609.62;NEODLOZNO
GS-2554/2026;27.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2605/2026;27.02.2026;37208.20;0.00;7441.64;44649.84;25115.53;5023.11;0.00;30138.64;NEODLOZNO
HM-202/2026;27.02.2026;2082.00;0.00;416.40;2498.40;2082.00;416.40;0.00;2498.40;HAUSMAJSTOR
HM-211/2026;27.02.2026;8220.00;0.00;1644.00;9864.00;8220.00;1644.00;0.00;9864.00;HAUSMAJSTOR
HM-205/2026;27.02.2026;3887.00;0.00;777.40;4664.40;3887.00;777.40;0.00;4664.40;HAUSMAJSTOR
HM-209/2026;27.02.2026;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-207/2026;27.02.2026;9025.00;0.00;1805.00;10830.00;9025.00;1805.00;0.00;10830.00;HAUSMAJSTOR
HM-208/2026;27.02.2026;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-195/2026;27.02.2026;5831.00;0.00;1166.20;6997.20;5831.00;1166.20;0.00;6997.20;HAUSMAJSTOR
HM-198/2026;27.02.2026;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-206/2026;27.02.2026;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-201/2026;27.02.2026;4512.00;0.00;902.40;5414.40;4512.00;902.40;0.00;5414.40;HAUSMAJSTOR
HM-204/2026;27.02.2026;4512.00;0.00;902.40;5414.40;4512.00;902.40;0.00;5414.40;HAUSMAJSTOR
HM-210/2026;27.02.2026;3957.00;0.00;791.40;4748.40;3957.00;791.40;0.00;4748.40;HAUSMAJSTOR
HM-197/2026;27.02.2026;3054.00;0.00;610.80;3664.80;3054.00;610.80;0.00;3664.80;HAUSMAJSTOR
HM-199/2026;27.02.2026;4999.00;0.00;999.80;5998.80;4999.00;999.80;0.00;5998.80;HAUSMAJSTOR
HM-203/2026;27.02.2026;4052.00;0.00;810.40;4862.40;4052.00;810.40;0.00;4862.40;HAUSMAJSTOR
HM-200/2026;27.02.2026;2637.50;0.00;527.50;3165.00;2637.50;527.50;0.00;3165.00;HAUSMAJSTOR
HM-196/2026;27.02.2026;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
GS-2482/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2473/2026;26.02.2026;15000.00;0.00;3000.00;18000.00;10125.00;2025.00;0.00;12150.00;NEODLOZNO
GS-2613/2026;26.02.2026;29973.00;0.00;5994.60;35967.60;20231.78;4046.36;0.00;24278.13;NEODLOZNO
GS-2620/2026;26.02.2026;63629.70;0.00;12725.94;76355.64;42950.05;8590.01;0.00;51540.06;NEODLOZNO
GS-2546/2026;26.02.2026;10900.00;0.00;2180.00;13080.00;7357.50;1471.50;0.00;8829.00;NEODLOZNO
GS-2551/2026;26.02.2026;58778.80;0.00;11755.76;70534.56;39675.69;7935.14;0.00;47610.83;NEODLOZNO
GS-2581/2026;26.02.2026;10982.00;0.00;2196.40;13178.40;7412.85;1482.57;0.00;8895.42;NEODLOZNO
GS-2589/2026;26.02.2026;46178.60;0.00;9235.72;55414.32;31170.56;6234.11;0.00;37404.67;NEODLOZNO
GS-2588/2026;26.02.2026;42607.60;0.00;8521.52;51129.12;28760.13;5752.03;0.00;34512.16;NEODLOZNO
GS-2642/2026;26.02.2026;7026.00;0.00;1405.20;8431.20;4742.55;948.51;0.00;5691.06;NEODLOZNO
GS-2610/2026;26.02.2026;27181.20;0.00;5436.24;32617.44;18347.31;3669.46;0.00;22016.77;TEKUCE
GS-2641/2026;26.02.2026;22204.20;0.00;4440.84;26645.04;14987.84;2997.57;0.00;17985.40;NEODLOZNO
GS-2636/2026;26.02.2026;55569.70;0.00;11113.94;66683.64;37509.55;7501.91;0.00;45011.46;NEODLOZNO
GS-2544/2026;26.02.2026;265145.00;0.00;53029.00;318174.00;178972.88;35794.58;0.00;214767.45;NEODLOZNO
GS-2499/2026;26.02.2026;62462.60;0.00;12492.52;74955.12;42162.26;8432.45;0.00;50594.71;NEODLOZNO
GS-2539/2026;26.02.2026;39975.60;0.00;7995.12;47970.72;26983.53;5396.71;0.00;32380.24;NEODLOZNO
GS-2538/2026;26.02.2026;200261.80;0.00;40052.36;240314.16;135176.71;27035.34;0.00;162212.06;NEODLOZNO
GS-2585/2026;26.02.2026;28370.72;0.00;5674.14;34044.86;19150.24;3830.05;0.00;22980.28;NEODLOZNO
GS-2568/2026;26.02.2026;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-2540/2026;26.02.2026;15254.40;0.00;3050.88;18305.28;10296.72;2059.34;0.00;12356.06;NEODLOZNO
GS-2549/2026;26.02.2026;59490.10;0.00;11898.02;71388.12;40155.82;8031.16;0.00;48186.98;NEODLOZNO
GS-2583/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2643/2026;26.02.2026;11520.00;0.00;2304.00;13824.00;7776.00;1555.20;0.00;9331.20;NEODLOZNO
GS-2622/2026;26.02.2026;45547.60;0.00;9109.52;54657.12;30744.63;6148.93;0.00;36893.56;NEODLOZNO
GS-2553/2026;26.02.2026;37500.00;0.00;7500.00;45000.00;25312.50;5062.50;0.00;30375.00;NEODLOZNO
GS-2586/2026;26.02.2026;30900.00;0.00;6180.00;37080.00;20857.50;4171.50;0.00;25029.00;NEODLOZNO
GS-2590/2026;26.02.2026;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-2584/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2545/2026;26.02.2026;14331.80;0.00;2866.36;17198.16;9673.97;1934.79;0.00;11608.76;NEODLOZNO
GS-2569/2026;26.02.2026;152636.40;0.00;30527.28;183163.68;103029.57;20605.91;0.00;123635.48;NEODLOZNO
GS-2617/2026;26.02.2026;9573.80;0.00;1914.76;11488.56;6462.31;1292.46;0.00;7754.78;NEODLOZNO
GS-2647/2026;26.02.2026;11300.00;0.00;2260.00;13560.00;7627.50;1525.50;0.00;9153.00;NEODLOZNO
GS-2621/2026;26.02.2026;19818.80;0.00;3963.76;23782.56;13377.69;2675.54;0.00;16053.23;NEODLOZNO
GS-2490/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2593/2026;26.02.2026;23179.40;0.00;4635.88;27815.28;15646.10;3129.22;0.00;18775.31;NEODLOZNO
GS-2615/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2639/2026;26.02.2026;12629.60;0.00;2525.92;15155.52;8524.98;1705.00;0.00;10229.98;NEODLOZNO
GS-2547/2026;26.02.2026;19245.80;0.00;3849.16;23094.96;12990.92;2598.18;0.00;15589.10;NEODLOZNO
GS-2469/2026;26.02.2026;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-2626/2026;26.02.2026;40050.00;0.00;8010.00;48060.00;27033.75;5406.75;0.00;32440.50;NEODLOZNO
GS-2476/2026;26.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-2489/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2479/2026;26.02.2026;39900.00;0.00;7980.00;47880.00;26932.50;5386.50;0.00;32319.00;NEODLOZNO
GS-2640/2026;26.02.2026;29500.00;0.00;5900.00;35400.00;19912.50;3982.50;0.00;23895.00;NEODLOZNO
GS-2543/2026;26.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-2587/2026;26.02.2026;231738.50;0.00;46347.70;278086.20;156423.49;31284.70;0.00;187708.19;TEKUCE
GS-2614/2026;26.02.2026;23168.80;0.00;4633.76;27802.56;15638.94;3127.79;0.00;18766.73;NEODLOZNO
GS-2501/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2492/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2478/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2623/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2491/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2470/2026;26.02.2026;41490.20;0.00;8298.04;49788.24;28005.88;5601.18;0.00;33607.06;NEODLOZNO
GS-2616/2026;26.02.2026;37739.80;0.00;7547.96;45287.76;25474.37;5094.87;0.00;30569.24;NEODLOZNO
GS-2475/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2637/2026;26.02.2026;28695.00;0.00;5739.00;34434.00;19369.13;3873.83;0.00;23242.95;NEODLOZNO
GS-2570/2026;26.02.2026;120330.60;0.00;24066.12;144396.72;81223.16;16244.63;0.00;97467.79;NEODLOZNO
GS-2572/2026;26.02.2026;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-2474/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2591/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2582/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2573/2026;26.02.2026;8531.00;0.00;1706.20;10237.20;5758.43;1151.69;0.00;6910.11;NEODLOZNO
GS-2472/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2635/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2648/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2493/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2625/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2500/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2574/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2645/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2611/2026;26.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-2571/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2483/2026;26.02.2026;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-2624/2026;26.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-2644/2026;26.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-2541/2026;26.02.2026;27500.00;0.00;5500.00;33000.00;18562.50;3712.50;0.00;22275.00;NEODLOZNO
GS-2542/2026;26.02.2026;75844.00;0.00;15168.80;91012.80;51194.70;10238.94;0.00;61433.64;NEODLOZNO
GS-2548/2026;26.02.2026;7096.80;0.00;1419.36;8516.16;4790.34;958.07;0.00;5748.41;NEODLOZNO
GS-2481/2026;26.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-2609/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2646/2026;26.02.2026;28000.00;0.00;5600.00;33600.00;18900.00;3780.00;0.00;22680.00;NEODLOZNO
GS-2638/2026;26.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-2565/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2649/2026;26.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-2612/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2477/2026;26.02.2026;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-2471/2026;26.02.2026;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-2618/2026;26.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2592/2026;26.02.2026;34900.00;0.00;6980.00;41880.00;23557.50;4711.50;0.00;28269.00;NEODLOZNO
GS-2566/2026;26.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2567/2026;26.02.2026;5800.00;0.00;1160.00;6960.00;3915.00;783.00;0.00;4698.00;NEODLOZNO
HM-194/2026;26.02.2026;10412.00;0.00;2082.40;12494.40;10412.00;2082.40;0.00;12494.40;HAUSMAJSTOR
HM-212/2026;26.02.2026;5901.00;0.00;1180.20;7081.20;5901.00;1180.20;0.00;7081.20;HAUSMAJSTOR
GS-2329/2026;25.02.2026;25007.80;0.00;5001.56;30009.36;16880.26;3376.05;0.00;20256.32;NEODLOZNO
GS-2437/2026;25.02.2026;14642.60;0.00;2928.52;17571.12;9883.76;1976.75;0.00;11860.51;NEODLOZNO
GS-2516/2026;25.02.2026;102800.00;0.00;20560.00;123360.00;69390.00;13878.00;0.00;83268.00;TEKUCE
GS-2514/2026;25.02.2026;52232.20;0.00;10446.44;62678.64;35256.74;7051.35;0.00;42308.08;NEODLOZNO
GS-2370/2026;25.02.2026;6628.60;0.00;1325.72;7954.32;4474.31;894.86;0.00;5369.17;NEODLOZNO
GS-2426/2026;25.02.2026;64600.00;0.00;12920.00;77520.00;43605.00;8721.00;0.00;52326.00;NEODLOZNO
GS-2398/2026;25.02.2026;139210.50;0.00;27842.10;167052.60;93967.09;18793.42;0.00;112760.51;NEODLOZNO
GS-2441/2026;25.02.2026;135374.40;0.00;27074.88;162449.28;91377.72;18275.54;0.00;109653.26;NEODLOZNO
GS-2454/2026;25.02.2026;61734.20;0.00;12346.84;74081.04;41670.58;8334.12;0.00;50004.70;NEODLOZNO
GS-2384/2026;25.02.2026;51423.70;0.00;10284.74;61708.44;34711.00;6942.20;0.00;41653.20;NEODLOZNO
GS-2515/2026;25.02.2026;188124.40;0.00;37624.88;225749.28;126983.97;25396.79;0.00;152380.76;NEODLOZNO
GS-2442/2026;25.02.2026;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-2456/2026;25.02.2026;19722.80;0.00;3944.56;23667.36;13312.89;2662.58;0.00;15975.47;NEODLOZNO
GS-2418/2026;25.02.2026;15000.00;0.00;3000.00;18000.00;10125.00;2025.00;0.00;12150.00;NEODLOZNO
GS-2511/2026;25.02.2026;13177.80;0.00;2635.56;15813.36;8895.01;1779.00;0.00;10674.02;NEODLOZNO
GS-2424/2026;25.02.2026;48624.60;0.00;9724.92;58349.52;32821.61;6564.32;0.00;39385.93;NEODLOZNO
GS-2332/2026;25.02.2026;46946.60;0.00;9389.32;56335.92;31688.96;6337.79;0.00;38026.75;NEODLOZNO
GS-2512/2026;25.02.2026;18411.20;0.00;3682.24;22093.44;12427.56;2485.51;0.00;14913.07;NEODLOZNO
GS-2389/2026;25.02.2026;23404.20;0.00;4680.84;28085.04;15797.84;3159.57;0.00;18957.40;NEODLOZNO
GS-2393/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2409/2026;25.02.2026;84375.80;0.00;16875.16;101250.96;56953.67;11390.73;0.00;68344.40;NEODLOZNO
GS-2419/2026;25.02.2026;24129.80;0.00;4825.96;28955.76;16287.61;3257.52;0.00;19545.14;NEODLOZNO
GS-2506/2026;25.02.2026;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-2327/2026;25.02.2026;32163.20;0.00;6432.64;38595.84;21710.16;4342.03;0.00;26052.19;NEODLOZNO
GS-2414/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2412/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2507/2026;25.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-2420/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2423/2026;25.02.2026;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-2372/2026;25.02.2026;11520.00;0.00;2304.00;13824.00;7776.00;1555.20;0.00;9331.20;NEODLOZNO
GS-2422/2026;25.02.2026;38100.00;0.00;7620.00;45720.00;25717.50;5143.50;0.00;30861.00;NEODLOZNO
GS-2368/2026;25.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2457/2026;25.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2513/2026;25.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2371/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2510/2026;25.02.2026;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-2503/2026;25.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-2508/2026;25.02.2026;11520.00;0.00;2304.00;13824.00;7776.00;1555.20;0.00;9331.20;NEODLOZNO
GS-2413/2026;25.02.2026;5800.00;0.00;1160.00;6960.00;3915.00;783.00;0.00;4698.00;NEODLOZNO
GS-2502/2026;25.02.2026;8928.00;0.00;1785.60;10713.60;6026.40;1205.28;0.00;7231.68;NEODLOZNO
GS-2390/2026;25.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-2373/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2374/2026;25.02.2026;12300.00;0.00;2460.00;14760.00;8302.50;1660.50;0.00;9963.00;NEODLOZNO
GS-2425/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2396/2026;25.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-2455/2026;25.02.2026;16520.00;0.00;3304.00;19824.00;11151.00;2230.20;0.00;13381.20;NEODLOZNO
GS-2443/2026;25.02.2026;27900.00;0.00;5580.00;33480.00;18832.50;3766.50;0.00;22599.00;NEODLOZNO
