Broj Fakture;Datum PDV;Iznos/Osnovica;Penal;PDV;Iznos sa penalom i PDV;PG Iznos/Osnovica;PG PDV;PG Penal;PG Iznos sa PDVom;Vrsta Naloga
GS-1309/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1291/2026;03.02.2026;33306.30;0.00;6661.26;39967.56;22481.75;4496.35;0.00;26978.10;NEODLOZNO
GS-1442/2026;03.02.2026;39862.90;0.00;7972.58;47835.48;26907.46;5381.49;0.00;32288.95;NEODLOZNO
GS-1313/2026;03.02.2026;15676.00;0.00;3135.20;18811.20;10581.30;2116.26;0.00;12697.56;NEODLOZNO
GS-1440/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1340/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1326/2026;03.02.2026;8590.80;0.00;1718.16;10308.96;5798.79;1159.76;0.00;6958.55;NEODLOZNO
GS-1404/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1341/2026;03.02.2026;13038.80;0.00;2607.76;15646.56;8801.19;1760.24;0.00;10561.43;NEODLOZNO
GS-1307/2026;03.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-1314/2026;03.02.2026;12614.00;0.00;2522.80;15136.80;8514.45;1702.89;0.00;10217.34;NEODLOZNO
GS-1435/2026;03.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1381/2026;03.02.2026;10230.80;0.00;2046.16;12276.96;6905.79;1381.16;0.00;8286.95;NEODLOZNO
GS-1373/2026;03.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-1306/2026;03.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-1437/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1433/2026;03.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1423/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1432/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1343/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1466/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1438/2026;03.02.2026;9600.00;0.00;1920.00;11520.00;6480.00;1296.00;0.00;7776.00;NEODLOZNO
GS-1439/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1304/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1465/2026;03.02.2026;17440.00;0.00;3488.00;20928.00;11772.00;2354.40;0.00;14126.40;NEODLOZNO
GS-1308/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1371/2026;03.02.2026;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-1379/2026;03.02.2026;6980.00;0.00;1396.00;8376.00;4711.50;942.30;0.00;5653.80;NEODLOZNO
GS-1305/2026;03.02.2026;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-1422/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1436/2026;03.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1441/2026;03.02.2026;29500.00;0.00;5900.00;35400.00;19912.50;3982.50;0.00;23895.00;NEODLOZNO
GS-1387/2026;03.02.2026;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-1386/2026;03.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1385/2026;03.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1472/2026;02.02.2026;237652.40;0.00;47530.48;285182.88;160415.37;32083.07;0.00;192498.44;NEODLOZNO
GS-1469/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1470/2026;02.02.2026;16300.00;0.00;3260.00;19560.00;11002.50;2200.50;0.00;13203.00;NEODLOZNO
GS-1366/2026;02.02.2026;78299.20;0.00;15659.84;93959.04;52851.96;10570.39;0.00;63422.35;NEODLOZNO
GS-1481/2026;02.02.2026;157303.40;0.00;31460.68;188764.08;106179.79;21235.96;0.00;127415.75;NEODLOZNO
GS-1729/2026;02.02.2026;29220.40;0.00;5844.08;35064.48;19723.77;3944.75;0.00;23668.52;NEODLOZNO
GS-1476/2026;02.02.2026;34832.80;0.00;6966.56;41799.36;23512.14;4702.43;0.00;28214.57;NEODLOZNO
GS-1295/2026;02.02.2026;70870.80;0.00;14174.16;85044.96;47837.79;9567.56;0.00;57405.35;NEODLOZNO
GS-1298/2026;02.02.2026;73675.30;0.00;14735.06;88410.36;49730.83;9946.17;0.00;59676.99;NEODLOZNO
GS-1473/2026;02.02.2026;19203.40;0.00;3840.68;23044.08;12962.30;2592.46;0.00;15554.75;NEODLOZNO
GS-1480/2026;02.02.2026;44284.80;0.00;8856.96;53141.76;29892.24;5978.45;0.00;35870.69;NEODLOZNO
GS-1471/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1294/2026;02.02.2026;6300.00;0.00;1260.00;7560.00;4252.50;850.50;0.00;5103.00;NEODLOZNO
GS-1430/2026;02.02.2026;9294.00;0.00;1858.80;11152.80;6273.45;1254.69;0.00;7528.14;NEODLOZNO
GS-1329/2026;02.02.2026;46300.00;0.00;9260.00;55560.00;31252.50;6250.50;0.00;37503.00;NEODLOZNO
GS-1382/2026;02.02.2026;42500.00;0.00;8500.00;51000.00;28687.50;5737.50;0.00;34425.00;NEODLOZNO
GS-1431/2026;02.02.2026;19098.80;0.00;3819.76;22918.56;12891.69;2578.34;0.00;15470.03;NEODLOZNO
GS-1427/2026;02.02.2026;7868.00;0.00;1573.60;9441.60;5310.90;1062.18;0.00;6373.08;NEODLOZNO
GS-1331/2026;02.02.2026;183130.40;0.00;36626.08;219756.48;123613.02;24722.60;0.00;148335.62;NEODLOZNO
GS-1468/2026;02.02.2026;32784.40;0.00;6556.88;39341.28;22129.47;4425.89;0.00;26555.36;NEODLOZNO
GS-1482/2026;02.02.2026;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-1292/2026;02.02.2026;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-1302/2026;02.02.2026;34500.00;0.00;6900.00;41400.00;23287.50;4657.50;0.00;27945.00;NEODLOZNO
GS-1293/2026;02.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1330/2026;02.02.2026;20300.00;0.00;4060.00;24360.00;13702.50;2740.50;0.00;16443.00;NEODLOZNO
GS-1364/2026;02.02.2026;44538.70;0.00;8907.74;53446.44;30063.62;6012.72;0.00;36076.35;NEODLOZNO
GS-1362/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1425/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1297/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1303/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1428/2026;02.02.2026;3490.00;0.00;698.00;4188.00;2355.75;471.15;0.00;2826.90;NEODLOZNO
GS-1333/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1475/2026;02.02.2026;9000.00;0.00;1800.00;10800.00;6075.00;1215.00;0.00;7290.00;NEODLOZNO
GS-1447/2026;02.02.2026;38979.20;0.00;7795.84;46775.04;26310.96;5262.19;0.00;31573.15;NEODLOZNO
GS-1299/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1290/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1327/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1478/2026;02.02.2026;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-1410/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1300/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1407/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1477/2026;02.02.2026;27500.00;0.00;5500.00;33000.00;18562.50;3712.50;0.00;22275.00;NEODLOZNO
GS-1413/2026.;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1367/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1365/2026;02.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-1467/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1296/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1408/2026;02.02.2026;21500.00;0.00;4300.00;25800.00;14512.50;2902.50;0.00;17415.00;NEODLOZNO
GS-1332/2026;02.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1334/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1446/2026;02.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1409/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1479/2026;02.02.2026;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-1363/2026;02.02.2026;27580.00;0.00;5516.00;33096.00;18616.50;3723.30;0.00;22339.80;NEODLOZNO
GS-1483/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1474/2026;02.02.2026;41500.00;0.00;8300.00;49800.00;28012.50;5602.50;0.00;33615.00;NEODLOZNO
GS-1426/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1445/2026;02.02.2026;17440.00;0.00;3488.00;20928.00;11772.00;2354.40;0.00;14126.40;NEODLOZNO
GS-1411/2026;02.02.2026;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-1301/2026;02.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1424/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1412/2026;02.02.2026;34100.00;0.00;6820.00;40920.00;23017.50;4603.50;0.00;27621.00;NEODLOZNO
GS-1328/2026;02.02.2026;29500.00;0.00;5900.00;35400.00;19912.50;3982.50;0.00;23895.00;NEODLOZNO
GS-1429/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1414/2026;02.02.2026;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-1384/2026;02.02.2026;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-1383/2026;02.02.2026;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-1444/2026;02.02.2026;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
