Broj naloga;Mesec;Radna Jedinica;Tip;Iznos
1776779;Avgust 2024;ZVEZDARA;WOMA;49500.00
1776786;Avgust 2024;ZEMUN;SAJLA;16220.00
1776792;Avgust 2024;VOŽDOVAC;WOMA;26000.00
1776791;Avgust 2024;ČUKARICA;ZAMENA;11300.00
1776798;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1776795;Avgust 2024;PALILULA;SAJLA;14220.00
1776800;Avgust 2024;PALILULA;ZAMENA;6440.00
1776801;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776856;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776802;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776843;Avgust 2024;ČUKARICA;SAJLA;16220.00
1776853;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776832;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776825;Avgust 2024;ČUKARICA;WOMA;22900.00
1776811;Avgust 2024;ČUKARICA;WOMA;29000.00
1776840;Avgust 2024;RAKOVICA;ZAMENA;25710.00
1776863;Avgust 2024;RAKOVICA;ZAMENA;6570.00
1776864;Avgust 2024;RAKOVICA;SAJLA;15600.00
1776820;Avgust 2024;ČUKARICA;ZAMENA;35969.80
1776799;Avgust 2024;STARI GRAD;ZAMENA;10382.00
1776807;Avgust 2024;STARI GRAD;ZAMENA;10980.00
1776815;Avgust 2024;STARI GRAD;ZAMENA;23824.00
1776817;Avgust 2024;VOŽDOVAC;SAJLA;9220.00
1776822;Avgust 2024;VOŽDOVAC;SPOJKA;5341.00
1776858;Avgust 2024;ČUKARICA;SAJLA;9220.00
1776830;Avgust 2024;VOŽDOVAC;SAJLA;12300.00
1776833;Avgust 2024;VOŽDOVAC;LOKALNO;2300.00
1776841;Avgust 2024;VOŽDOVAC;SAJLA;16410.00
1776854;Avgust 2024;VOŽDOVAC;WOMA;25500.00
1776862;Avgust 2024;ČUKARICA;WOMA;41500.00
1776805;Avgust 2024;VRAČAR;LOKALNO;2300.00
1776835;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1776823;Avgust 2024;VRAČAR;SAJLA;9220.00
1776827;Avgust 2024;VRAČAR;ZAMENA;9791.00
1776861;Avgust 2024;VRAČAR;LOKALNO;2300.00
1776819;Avgust 2024;STARI GRAD;SAJLA;9300.00
1776836;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1776844;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1776846;Avgust 2024;STARI GRAD;SAJLA;9220.00
1776855;Avgust 2024;STARI GRAD;SAJLA;9220.00
1776857;Avgust 2024;STARI GRAD;WOMA;25500.00
1776868;Avgust 2024;VRAČAR;SAJLA;9220.00
1776870;Avgust 2024;VRAČAR;LOKALNO;2300.00
1776885;Avgust 2024;VRAČAR;SAJLA;9220.00
1776826;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1776898;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1776900;Avgust 2024;VOŽDOVAC;ZAMENA;38985.00
1776899;Avgust 2024;VRAČAR;LOKALNO;6900.00
1776803;Avgust 2024;ZVEZDARA;ZAMENA;25094.20
1776828;Avgust 2024;ZVEZDARA;WOMA;44300.00
1776837;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1776831;Avgust 2024;ZVEZDARA;ZAMENA;33195.20
1776889;Avgust 2024;PALILULA;WOMA;35040.00
1776838;Avgust 2024;PALILULA;SAJLA;14220.00
1776849;Avgust 2024;PALILULA;KOPANJE;176194.00
1776860;Avgust 2024;PALILULA;ZAMENA;64949.00
1776911;Avgust 2024;VRAČAR;SAJLA;14220.00
1776829;Avgust 2024;ZEMUN;SAJLA;16220.00
1776922;Avgust 2024;VRAČAR;SAJLA;11520
1776814;Avgust 2024;ZEMUN;WOMA;25500.00
1776809;Avgust 2024;NOVI BEOGRAD;WOMA;38900.00
1776940;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1776948;Avgust 2024;ZEMUN;ZAMENA;19316.00
1776871;Avgust 2024;ZEMUN;ZAMENA;7016.00
1776839;Avgust 2024;ZEMUN;ZAMENA;33071.00
1776937;Avgust 2024;VRAČAR;ZAMENA;61784.00
1776938;Avgust 2024;VRAČAR;LOKALNO;6900.00
1776821;Avgust 2024;ZEMUN;SAJLA;9220.00
1776810;Avgust 2024;ZEMUN;ZAMENA;13436.00
1776942;Avgust 2024;ČUKARICA;SAJLA;11520.00
1776917;Avgust 2024;ČUKARICA;ZAMENA;11300.00
1776847;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1776824;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1776816;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776959;Avgust 2024;ZEMUN;ZAMENA;73221.00
1776951;Avgust 2024;VOŽDOVAC;ZAMENA;21991.00
1776966;Avgust 2024;ZEMUN;LOKALNO;2300.00
1776919;Avgust 2024;PALILULA;SAJLA;14220.00
1776929;Avgust 2024;PALILULA;WOMA;71900
1776950;Avgust 2024;PALILULA;LOKALNO;6900.00
1776967;Avgust 2024;ZEMUN;ZAMENA;10902.00
1776969;Avgust 2024;ZEMUN;LOKALNO;6900.00
1776971;Avgust 2024;ZEMUN;WOMA;17500.00
1776976;Avgust 2024;SAVSKI VENAC;LOKALNO;6900.00
1776974;Avgust 2024;ZEMUN;LOKALNO;2300.00
1776977;Avgust 2024;ZEMUN;WOMA;25500.00
1776875;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776905;Avgust 2024;NOVI BEOGRAD;ZAMENA;78374.50
1776908;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776913;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776915;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1776953;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776812;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1776808;Avgust 2024;NOVI BEOGRAD;ZAMENA;293179.00
1776984;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1776806;Avgust 2024;NOVI BEOGRAD;ZAMENA;13305.00
1776813;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1776981;Avgust 2024;VRAČAR;LOKALNO;2300.00
1776994;Avgust 2024;RAKOVICA;WOMA;30500.00
1776987;Avgust 2024;ZVEZDARA;WOMA;122475.00
1776993;Avgust 2024;ZVEZDARA;KOPANJE;341096.00
1776991;Avgust 2024;ZEMUN;WOMA;25500.00
1776990;Avgust 2024;PALILULA;ZAMENA;25123.00
1777000;Avgust 2024;VRAČAR;ZAMENA;52850.00
1777008;Avgust 2024;STARI GRAD;ZAMENA;4475.00
1777005;Avgust 2024;ČUKARICA;SAJLA;18520.00
1776980;Avgust 2024;ČUKARICA;ZAMENA;41260.10
1776982;Avgust 2024;ČUKARICA;ZAMENA;37668.50
1776983;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1776995;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777002;Avgust 2024;PALILULA;LOKALNO;4600.00
1776998;Avgust 2024;ČUKARICA;SAJLA;9220.00
1777010;Avgust 2024;PALILULA;LOKALNO;2300.00
1777009;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777016;Avgust 2024;NOVI BEOGRAD;ZAMENA;105205.30
1777012;Avgust 2024;SAVSKI VENAC;LOKALNO;2300.00
1777019;Avgust 2024;STARI GRAD;ZAMENA;84937.00
1777029;Avgust 2024;VOŽDOVAC;ZAMENA;68533.50
1777028;Avgust 2024;ČUKARICA;SAJLA;15300.00
1777033;Avgust 2024;ZEMUN;SPOJKA;5341.00
1777020;Avgust 2024;NOVI BEOGRAD;LOKALNO;4600.00
1777054;Avgust 2024;RAKOVICA;ZAMENA;14952.00
1777024;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777059;Avgust 2024;VOŽDOVAC;LOKALNO;2300.00
1777049;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1777032;Avgust 2024;NOVI BEOGRAD;LOKALNO;4600.00
1777046;Avgust 2024;NOVI BEOGRAD;ZAMENA;87793.30
1777022;Avgust 2024;NOVI BEOGRAD;ZAMENA;67243.00
1777036;Avgust 2024;ZVEZDARA;KOPANJE;158226.00
1777013;Avgust 2024;ZVEZDARA;ZAMENA;24140.00
1777045;Avgust 2024;ZEMUN;ZAMENA;60664.00
1777067;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777039;Avgust 2024;ČUKARICA;SAJLA;15300.00
1777095;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1777102;Avgust 2024;STARI GRAD;LOKALNO;9200.00
1777103;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777070;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777091;Avgust 2024;NOVI BEOGRAD;ZAMENA;28848.30
1777076;Avgust 2024;NOVI BEOGRAD;ZAMENA;40805.20
1777073;Avgust 2024;NOVI BEOGRAD;SAJLA;8300.00
1777131;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777127;Avgust 2024;NOVI BEOGRAD;ZAMENA;23610.00
1777114;Avgust 2024;ČUKARICA;LOKALNO;2300.00
1777141;Avgust 2024;STARI GRAD;ZAMENA;15580.00
1777145;Avgust 2024;VRAČAR;SAJLA;14220.00
1777149;Avgust 2024;NOVI BEOGRAD;ZAMENA;19540.00
1777151;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777138;Avgust 2024;ZVEZDARA;WOMA;65000.00
1777150;Avgust 2024;ZVEZDARA;LOKALNO;9200.00
1777155;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777158;Avgust 2024;VOŽDOVAC;SAJLA;9220.00
1777153;Avgust 2024;PALILULA;LOKALNO;2300.00
1777159;Avgust 2024;ČUKARICA;SAJLA;9220.00
1777157;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1777168;Avgust 2024;RAKOVICA;ZAMENA;6570.00
1777156;Avgust 2024;NOVI BEOGRAD;ZAMENA;39435.00
1777173;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777191;Avgust 2024;NOVI BEOGRAD;SAJLA;12440.00
1777161;Avgust 2024;ZEMUN;SAJLA;9220.00
1777164;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777154;Avgust 2024;ZVEZDARA;WOMA;47120.00
1777160;Avgust 2024;ZVEZDARA;ZAMENA;28300.00
1777186;Avgust 2024;ZVEZDARA;ZAMENA;24473.00
1777171;Avgust 2024;PALILULA;ZAMENA;23256.80
1777193;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777206;Avgust 2024;VOŽDOVAC;SAJLA;15220.00
1777210;Avgust 2024;STARI GRAD;SAJLA;10140.00
1777200;Avgust 2024;NOVI BEOGRAD;ZAMENA;108567.00
1777213;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777214;Avgust 2024;STARI GRAD;SAJLA;14740.00
1777216;Avgust 2024;NOVI BEOGRAD;ZAMENA;278175.30
1777229;Avgust 2024;NOVI BEOGRAD;KOPANJE;126977.00
1777237;Avgust 2024;STARI GRAD;WOMA;27500.00
1777204;Avgust 2024;ČUKARICA;WOMA;34300.00
1777220;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777238;Avgust 2024;ČUKARICA;WOMA;40400.00
1777241;Avgust 2024;STARI GRAD;ZAMENA;30140.00
1777240;Avgust 2024;NOVI BEOGRAD;SAJLA;8300.00
1777243;Avgust 2024;NOVI BEOGRAD;SAJLA;16220.00
1777256;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777258;Avgust 2024;PALILULA;LOKALNO;6900.00
1777266;Avgust 2024;STARI GRAD;LOKALNO;9200.00
1777269;Avgust 2024;STARI GRAD;ZAMENA;30488.00
1777268;Avgust 2024;VOŽDOVAC;SAJLA;13300.00
1777260;Avgust 2024;ZEMUN;SAJLA;9220.00
1777278;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777274;Avgust 2024;NOVI BEOGRAD;LOKALNO;2300.00
1777281;Avgust 2024;NOVI BEOGRAD;KOPANJE;68369.20
1777290;Avgust 2024;STARI GRAD;KOPANJE;65677.50
1777291;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777195;Avgust 2024;ZVEZDARA;SAJLA;16220.00
1777292;Avgust 2024;VOŽDOVAC;LOKALNO;4600.00
1777282;Avgust 2024;ZVEZDARA;WOMA;30900.00
1777273;Avgust 2024;ZVEZDARA;SAJLA;15300.00
1777289;Avgust 2024;ZVEZDARA;SAJLA;16220.00
1777295;Avgust 2024;ČUKARICA;ZAMENA;39060.00
1777316;Avgust 2024;ČUKARICA;LOKALNO;9200.00
1777327;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777329;Avgust 2024;ZVEZDARA;WOMA;29000.00
1777337;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777351;Avgust 2024;PALILULA;WOMA;37000.00
1777354;Avgust 2024;PALILULA;ZAMENA;10768.00
1777352;Avgust 2024;ZVEZDARA;WOMA;32400.00
1777369;Avgust 2024;RAKOVICA;WOMA;43500.00
1777374;Avgust 2024;VRAČAR;ZAMENA;30099.00
1777375;Avgust 2024;VRAČAR;LOKALNO;6900.00
1777380;Avgust 2024;VRAČAR;SAJLA;14220.00
1777382;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1777384;Avgust 2024;VOŽDOVAC;ZAMENA;31095.00
1777383;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777392;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777393;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777395;Avgust 2024;RAKOVICA;ZAMENA;87600.00
1777389;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777394;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777398;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777390;Avgust 2024;PALILULA;ZAMENA;27681.00
1777391;Avgust 2024;PALILULA;WOMA;30900.00
1777388;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1777399;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777444;Avgust 2024;VRAČAR;SAJLA;16220.00
1777433;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777463;Avgust 2024;SAVSKI VENAC;SAJLA;19940.00
1777462;Avgust 2024;STARI GRAD;LOKALNO;6900.00
1777438;Avgust 2024;STARI GRAD;ZAMENA;24060.00
1777464;Avgust 2024;ČUKARICA;ZAMENA;16440.00
1777469;Avgust 2024;ČUKARICA;ZAMENA;26470.00
1777448;Avgust 2024;PALILULA;SAJLA;14220.00
1777491;Avgust 2024;NOVI BEOGRAD;WOMA;25500.00
1777476;Avgust 2024;NOVI BEOGRAD;ZAMENA;43829.00
1777504;Avgust 2024;ČUKARICA;LOKALNO;6900.00
1777503;Avgust 2024;ZVEZDARA;WOMA;5000.00
1777506;Avgust 2024;STARI GRAD;SAJLA;9220.00
1777505;Avgust 2024;ČUKARICA;SAJLA;16220.00
1777508;Avgust 2024;ZEMUN;SAJLA;16220.00
1777510;Avgust 2024;ZEMUN;KOPANJE;231697.40
1777518;Avgust 2024;NOVI BEOGRAD;ZAMENA;63423.00
1777511;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777536;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777540;Avgust 2024;VOŽDOVAC;ZAMENA;43411.00
1777545;Avgust 2024;STARI GRAD;SAJLA;9220.00
1777538;Avgust 2024;ZVEZDARA;SAJLA;11382.00
1777539;Avgust 2024;ZVEZDARA;ZAMENA;52665.60
1777534;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777546;Avgust 2024;PALILULA;LOKALNO;6900.00
1777377;Avgust 2024;ZEMUN;LOKALNO;2300.00
1777519;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777568;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777571;Avgust 2024;VRAČAR;SAJLA;17440.00
1777575;Avgust 2024;VRAČAR;ZAMENA;34021.00
1777552;Avgust 2024;PALILULA;SAJLA;9220.00
1777598;Avgust 2024;VOŽDOVAC;ZAMENA;33864.00
1777572;Avgust 2024;NOVI BEOGRAD;SPOJKA;5341.00
1777609;Avgust 2024;RAKOVICA;ZAMENA;68376.00
1777610;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777608;Avgust 2024;PALILULA;ZAMENA;11518.00
1777612;Avgust 2024;PALILULA;SAJLA;9220.00
1777583;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777592;Avgust 2024;NOVI BEOGRAD;ZAMENA;27237.60
1777593;Avgust 2024;NOVI BEOGRAD;LOKALNO;2300.00
1777618;Avgust 2024;VOŽDOVAC;SAJLA;9220.00
1777626;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777637;Avgust 2024;VRAČAR;LOKALNO;6900.00
1777648;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777632;Avgust 2024;ČUKARICA;LOKALNO;9200.00
1777659;Avgust 2024;RAKOVICA;WOMA;5000.00
1777623;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777624;Avgust 2024;ZEMUN;SAJLA;12440.00
1777622;Avgust 2024;PALILULA;WOMA;35500.00
1777673;Avgust 2024;PALILULA;WOMA;46900.00
1777669;Avgust 2024;ZVEZDARA;SAJLA;15300.00
1777677;Avgust 2024;ZVEZDARA;LOKALNO;6900.00
1777674;Avgust 2024;ZVEZDARA;SAJLA;16220.00
1777670;Avgust 2024;ČUKARICA;ZAMENA;24710.00
1777671;Avgust 2024;ČUKARICA;ZAMENA;52536.80
1777678;Avgust 2024;ČUKARICA;SAJLA;9220.00
1777672;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777680;Avgust 2024;RAKOVICA;ZAMENA;6570.00
1777685;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777676;Avgust 2024;STARI GRAD;SAJLA;16140.00
1777683;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1777681;Avgust 2024;VRAČAR;ZAMENA;41460.00
1777694;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777688;Avgust 2024;ČUKARICA;SAJLA;16220.00
1777684;Avgust 2024;ČUKARICA;ZAMENA;37800.00
1777718;Avgust 2024;RAKOVICA;ZAMENA;27710.00
1777687;Avgust 2024;NOVI BEOGRAD;SAJLA;17060.00
1777667;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777679;Avgust 2024;NOVI BEOGRAD;SAJLA;10140.00
1777682;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777686;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777716;Avgust 2024;ČUKARICA;WOMA;40900.00
1777719;Avgust 2024;PALILULA;WOMA;21000.00
1777729;Avgust 2024;NOVI BEOGRAD;ZAMENA;23997.40
1777720;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777725;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777727;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777724;Avgust 2024;PALILULA;LOKALNO;6900.00
1777739;Avgust 2024;SAVSKI VENAC;ZAMENA;11541.00
1777740;Avgust 2024;SAVSKI VENAC;ZAMENA;10533.00
1777734;Avgust 2024;ZEMUN;KOPANJE;150516.00
1777747;Avgust 2024;RAKOVICA;KOPANJE;179426.00
1777738;Avgust 2024;PALILULA;ZAMENA;86016.60
1777758;Avgust 2024;ZVEZDARA;KOPANJE;109392.00
1777750;Avgust 2024;VRAČAR;SAJLA;14220.00
1777714;Avgust 2024;ČUKARICA;ZAMENA;42466.00
1777731;Avgust 2024;ČUKARICA;ZAMENA;32630.00
1777705;Avgust 2024;ČUKARICA;ZAMENA;11300.00
1777763;Avgust 2024;VRAČAR;LOKALNO;6900.00
1777769;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777775;Avgust 2024;STARI GRAD;ZAMENA;10980.00
1777776;Avgust 2024;SAVSKI VENAC;LOKALNO;2300.00
1777777;Avgust 2024;VRAČAR;ZAMENA;56048.00
1777789;Avgust 2024;VOŽDOVAC;ZAMENA;12828.00
1777790;Avgust 2024;VOŽDOVAC;SAJLA;9220.00
1777772;Avgust 2024;PALILULA;SAJLA;14220.00
1777788;Avgust 2024;PALILULA;WOMA;33500.00
1777770;Avgust 2024;ZEMUN;ZAMENA;28337.00
1777793;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1777798;Avgust 2024;NOVI BEOGRAD;ZAMENA;12300.00
1777810;Avgust 2024;STARI GRAD;WOMA;18900.00
1777811;Avgust 2024;VRAČAR;SAJLA;13300.00
1777814;Avgust 2024;STARI GRAD;KOPANJE;148635.10
1777817;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777809;Avgust 2024;NOVI BEOGRAD;KOPANJE;91794.20
1777842;Avgust 2024;NOVI BEOGRAD;SAJLA;8300.00
1777845;Avgust 2024;ZVEZDARA;WOMA;33800.00
1777847;Avgust 2024;VOŽDOVAC;ZAMENA;77973.00
1777843;Avgust 2024;ZVEZDARA;LOKALNO;6900.00
1777850;Avgust 2024;ZEMUN;ZAMENA;27239.40
1777849;Avgust 2024;ZEMUN;LOKALNO;6900.00
1777856;Avgust 2024;NOVI BEOGRAD;KOPANJE;214481.00
1777855;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777874;Avgust 2024;VRAČAR;ZAMENA;20220.00
1777877;Avgust 2024;VOŽDOVAC;ZAMENA;8300.00
1777869;Avgust 2024;PALILULA;SAJLA;9220.00
1777879;Avgust 2024;NOVI BEOGRAD;LOKALNO;2300.00
1777897;Avgust 2024;SAVSKI VENAC;ZAMENA;6513.00
1777886;Avgust 2024;STARI GRAD;SAJLA;16220.00
1777890;Avgust 2024;STARI GRAD;SAJLA;9220.00
1777899;Avgust 2024;VOŽDOVAC;ZAMENA;10370.80
1777891;Avgust 2024;VRAČAR;LOKALNO;2300.00
1777894;Avgust 2024;VRAČAR;SAJLA;9220.00
1777895;Avgust 2024;PALILULA;SAJLA;19440.00
1777901;Avgust 2024;PALILULA;SAJLA;11520.00
1777902;Avgust 2024;RAKOVICA;ZAMENA;38936.00
1777900;Avgust 2024;ZVEZDARA;SAJLA;16220.00
1777885;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777887;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777889;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777892;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777893;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777903;Avgust 2024;RAKOVICA;SAJLA;18710.00
1777888;Avgust 2024;ČUKARICA;LOKALNO;4600.00
1777896;Avgust 2024;ČUKARICA;SAJLA;16220.00
1777898;Avgust 2024;ČUKARICA;WOMA;106300.00
1777916;Avgust 2024;VOŽDOVAC;ZAMENA;22247.00
1777907;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777920;Avgust 2024;VRAČAR;SAJLA;14220.00
1777913;Avgust 2024;NOVI BEOGRAD;SAJLA;10140.00
1777931;Avgust 2024;NOVI BEOGRAD;SAJLA;9220.00
1777919;Avgust 2024;ČUKARICA;ZAMENA;23220.00
1777927;Avgust 2024;ČUKARICA;SAJLA;9220.00
1777930;Avgust 2024;ČUKARICA;ZAMENA;13700.40
1777955;Avgust 2024;RAKOVICA;ZAMENA;26710.00
1777957;Avgust 2024;RAKOVICA;WOMA;25500.00
1777918;Avgust 2024;PALILULA;ZAMENA;9917.40
1777959;Avgust 2024;ZEMUN;SAJLA;19830.00
1777905;Avgust 2024;ZVEZDARA;ZAMENA;65777.00
1777921;Avgust 2024;ZVEZDARA;ZAMENA;92865.10
1777915;Avgust 2024;ČUKARICA;WOMA;5000.00
1777966;Avgust 2024;PALILULA;ZAMENA;47590.40
1777971;Avgust 2024;VOŽDOVAC;ZAMENA;27748.00
1777972;Avgust 2024;NOVI BEOGRAD;WOMA;61962.00
1777974;Avgust 2024;RAKOVICA;ZAMENA;96140.00
1777979;Avgust 2024;NOVI BEOGRAD;SAJLA;11520.00
1777980;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1777978;Avgust 2024;ČUKARICA;WOMA;25500.00
1777976;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1777983;Avgust 2024;ZVEZDARA;WOMA;126000
1777987;Avgust 2024;ZVEZDARA;SAJLA;9220.00
1777990;Avgust 2024;ZVEZDARA;LOKALNO;2300.00
1777988;Avgust 2024;RAKOVICA;LOKALNO;6900.00
1777977;Avgust 2024;ZEMUN;SAJLA;8300.00
1777999;Avgust 2024;STARI GRAD;ZAMENA;47888.40
1777998;Avgust 2024;RAKOVICA;WOMA;56000.00
1777997;Avgust 2024;VOŽDOVAC;ZAMENA;36524.00
1778000;Avgust 2024;RAKOVICA;ZAMENA;27245.80
1778001;Avgust 2024;STARI GRAD;ZAMENA;10704.00
1777993;Avgust 2024;NOVI BEOGRAD;ZAMENA;18914.50
1778003;Avgust 2024;NOVI BEOGRAD;ZAMENA;58899.00
1778011;Avgust 2024;NOVI BEOGRAD;SPOJKA;5341.00
1778002;Avgust 2024;PALILULA;SAJLA;16300.00
1778007;Avgust 2024;PALILULA;LOKALNO;6900.00
1778006;Avgust 2024;ČUKARICA;WOMA;21220.00
1778013;Avgust 2024;SAVSKI VENAC;SPOJKA;4688.00
1778014;Avgust 2024;VRAČAR;LOKALNO;6900.00
1778024;Avgust 2024;VRAČAR;ZAMENA;45648.00
1778027;Avgust 2024;PALILULA;ZAMENA;18536.00
1778033;Avgust 2024;SAVSKI VENAC;LOKALNO;2300.00
1778035;Avgust 2024;VRAČAR;LOKALNO;2300.00
1778015;Avgust 2024;NOVI BEOGRAD;LOKALNO;6900.00
1778059;Avgust 2024;PALILULA;SAJLA;14220.00
1778054;Avgust 2024;NOVI BEOGRAD;KOPANJE;159874.00
1778058;Avgust 2024;NOVI BEOGRAD;ZAMENA;4519.00
1778060;Avgust 2024;VRAČAR;WOMA;5000.00
1778068;Avgust 2024;ZVEZDARA;LOKALNO;6900.00
1778072;Avgust 2024;PALILULA;LOKALNO;6900.00
1778075;Avgust 2024;PALILULA;WOMA;25500.00
1778087;Avgust 2024;PALILULA;WOMA;11900.00
1778088;Avgust 2024;PALILULA;SAJLA;17440.00
1778079;Avgust 2024;RAKOVICA;ZAMENA;27820.00
1778077;Avgust 2024;VOŽDOVAC;LOKALNO;2300.00
1778078;Avgust 2024;VOŽDOVAC;LOKALNO;6900.00
1778089;Avgust 2024;VOŽDOVAC;ZAMENA;42300.00
1778101;Avgust 2024;RAKOVICA;SAJLA;18710.00
1778063;Avgust 2024;ČUKARICA;ZAMENA;11300.00
1778112;Avgust 2024;RAKOVICA;ZAMENA;26710.00
1778121;Avgust 2024;SAVSKI VENAC;SAJLA;9220.00
1778131;Avgust 2024;RAKOVICA;WOMA;5000.00
1778133;Avgust 2024;RAKOVICA;ZAMENA;35179.00
1778139;Avgust 2024;RAKOVICA;SAJLA;15600.00
1778095;Avgust 2024;VOŽDOVAC;ZAMENA;11100.00
1778098;Avgust 2024;VOŽDOVAC;LOKALNO;2300.00
1778100;Avgust 2024;VOŽDOVAC;SAJLA;13300.00
1778107;Avgust 2024;VOŽDOVAC;WOMA;38900.00
1778117;Avgust 2024;VOŽDOVAC;SAJLA;9220.00
1778128;Avgust 2024;STARI GRAD;LOKALNO;2300.00
1778083;Avgust 2024;STARI GRAD;SAJLA;9220.00
1778118;Avgust 2024;PALILULA;SAJLA;9220.00
1778130;Avgust 2024;PALILULA;ZAMENA;20102.00
1778135;Avgust 2024;PALILULA;LOKALNO;6900.00
1778142;Avgust 2024;ČUKARICA;SAJLA;8300.00
1778138;Avgust 2024;ČUKARICA;SAJLA;16220.00
