Broj naloga;Mesec;Radna Jedinica;Tip;Iznos
1748521;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1748523;Mart 2024;ČUKARICA;LOKALNO;6900.00
1748524;Mart 2024;VRAČAR;LOKALNO;6900.00
1748525;Mart 2024;ČUKARICA;ZAMENA;55931.00
1748549;Mart 2024;PALILULA;ZAMENA;27817.00
1748560;Mart 2024;RAKOVICA;SAJLA;18710.00
1748561;Mart 2024;RAKOVICA;SAJLA;13710.00
1748569;Mart 2024;ZEMUN;ZAMENA;18914.50
1748570;Mart 2024;VOŽDOVAC;ZAMENA;30909.00
1748572;Mart 2024;VOŽDOVAC;WOMA;5000.00
1748574;Mart 2024;RAKOVICA;ZAMENA;63100.00
1748575;Mart 2024;RAKOVICA;LOKALNO;6900.00
1748576;Mart 2024;NOVI BEOGRAD;KOPANJE;32415.85
1748577;Mart 2024;VRAČAR;ZAMENA;106954.00
1748579;Mart 2024;PALILULA;ZAMENA;34300.00
1748582;Mart 2024;STARI GRAD;LOKALNO;6900.00
1748592;Mart 2024;NOVI BEOGRAD;ZAMENA;800734.00
1748593;Mart 2024;NOVI BEOGRAD;ZAMENA;1093676.00
1748599;Mart 2024;ČUKARICA;SAJLA;9220.00
1748604;Mart 2024;NOVI BEOGRAD;KOPANJE;18697.35
1748605;Mart 2024;ZEMUN;WOMA;37800.00
1748607;Mart 2024;ČUKARICA;ZAMENA;207284.05
1748608;Mart 2024;ZEMUN;ZAMENA;105334.00
1748611;Mart 2024;ČUKARICA;ZAMENA;5800.00
1748618;Mart 2024;ČUKARICA;ZAMENA;7911.00
1748622;Mart 2024;ZEMUN;LOKALNO;2300.00
1748623;Mart 2024;VOŽDOVAC;ZAMENA;42329.00
1748633;Mart 2024;ZEMUN;LOKALNO;6900.00
1748635;Mart 2024;ZEMUN;ZAMENA;32300.00
1748638;Mart 2024;STARI GRAD;ZAMENA;15460.00
1748640;Mart 2024;PALILULA;WOMA;5000.00
1748656;Mart 2024;PALILULA;LOKALNO;6900.00
1748661;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748662;Mart 2024;PALILULA;WOMA;33500.00
1748663;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748664;Mart 2024;ZEMUN;SAJLA;16220.00
1748668;Mart 2024;STARI GRAD;ZAMENA;84360.00
1748669;Mart 2024;PALILULA;WOMA;33500.00
1748699;Mart 2024;PALILULA;SAJLA;14220.00
1748700;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748711;Mart 2024;ČUKARICA;WOMA;33500.00
1748712;Mart 2024;NOVI BEOGRAD;ZAMENA;278070.00
1748717;Mart 2024;STARI GRAD;ZAMENA;19968.00
1748719;Mart 2024;STARI GRAD;ZAMENA;27802.00
1748721;Mart 2024;STARI GRAD;ZAMENA;28917.00
1748722;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1748726;Mart 2024;NOVI BEOGRAD;ZAMENA;9572.00
1748727;Mart 2024;VOŽDOVAC;ZAMENA;22710.00
1748755;Mart 2024;ČUKARICA;KOPANJE;166682.84
1748756;Mart 2024;NOVI BEOGRAD;SAJLA;9220.00
1748757;Mart 2024;NOVI BEOGRAD;SAJLA;19440.00
1748758;Mart 2024;VRAČAR;ZAMENA;34999.40
1748759;Mart 2024;STARI GRAD;ZAMENA;42248.00
1748760;Mart 2024;ČUKARICA;SAJLA;9220.00
1748761;Mart 2024;NOVI BEOGRAD;ZAMENA;8744.00
1748762;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748764;Mart 2024;VRAČAR;ZAMENA;82427.00
1748766;Mart 2024;VRAČAR;ZAMENA;23400.00
1748769;Mart 2024;SAVSKI VENAC;WOMA;41500.00
1748770;Mart 2024;STARI GRAD;ZAMENA;9269.00
1748771;Mart 2024;STARI GRAD;LOKALNO;6900.00
1748773;Mart 2024;VRAČAR;LOKALNO;6900.00
1748776;Mart 2024;ČUKARICA;ZAMENA;22047.00
1748777;Mart 2024;STARI GRAD;KOPANJE;469617.60
1748779;Mart 2024;ČUKARICA;ZAMENA;32100.00
1748783;Mart 2024;ČUKARICA;ZAMENA;17300.00
1748788;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748789;Mart 2024;ČUKARICA;ZAMENA;12394.00
1748793;Mart 2024;VOŽDOVAC;LOKALNO;9200.00
1748795;Mart 2024;PALILULA;SAJLA;16410.00
1748796;Mart 2024;VOŽDOVAC;KOPANJE;78772.65
1748799;Mart 2024;VRAČAR;ZAMENA;71071.40
1748804;Mart 2024;ZEMUN;ZAMENA;5800.00
1748805;Mart 2024;VRAČAR;ZAMENA;20700.00
1748806;Mart 2024;SAVSKI VENAC;KOPANJE;883294.10
1748816;Mart 2024;RAKOVICA;SAJLA;18710.00
1748819;Mart 2024;ČUKARICA;LOKALNO;2300.00
1748826;Mart 2024;ČUKARICA;SAJLA;18300.00
1748828;Mart 2024;ZEMUN;KOPANJE;812560.50
1748835;Mart 2024;NOVI BEOGRAD;LOKALNO;2300.00
1748837;Mart 2024;VOŽDOVAC;ZAMENA;37710.50
1748842;Mart 2024;VOŽDOVAC;ZAMENA;57922.00
1748844;Mart 2024;VOŽDOVAC;SAJLA;19740.00
1748850;Mart 2024;NOVI BEOGRAD;ZAMENA;14186.00
1748863;Mart 2024;NOVI BEOGRAD;ZAMENA;11380.00
1748867;Mart 2024;ZEMUN;LOKALNO;6900.00
1748869;Mart 2024;ZEMUN;ZAMENA;385501.00
1748870;Mart 2024;VOŽDOVAC;ZAMENA;75526.00
1748873;Mart 2024;ZEMUN;ZAMENA;9660.00
1748876;Mart 2024;ZEMUN;ZAMENA;7360.00
1748880;Mart 2024;ČUKARICA;ZAMENA;28650.00
1748882;Mart 2024;PALILULA;ZAMENA;66327.20
1748886;Mart 2024;ČUKARICA;SAJLA;9220.00
1748890;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1748892;Mart 2024;VRAČAR;ZAMENA;21700.00
1748894;Mart 2024;VRAČAR;LOKALNO;6900.00
1748895;Mart 2024;ZVEZDARA;ZAMENA;19823.00
1748896;Mart 2024;RAKOVICA;ZAMENA;50016.00
1748899;Mart 2024;ČUKARICA;SAJLA;9220.00
1748902;Mart 2024;PALILULA;LOKALNO;6900.00
1748903;Mart 2024;NOVI BEOGRAD;ZAMENA;220061.50
1748904;Mart 2024;ZVEZDARA;SAJLA;9220.00
1748905;Mart 2024;NOVI BEOGRAD;ZAMENA;95244.00
1748906;Mart 2024;ZVEZDARA;SAJLA;9220.00
1748919;Mart 2024;PALILULA;LOKALNO;6900.00
1748920;Mart 2024;VOŽDOVAC;ZAMENA;27820.00
1748926;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1748928;Mart 2024;ČUKARICA;ZAMENA;6497.00
1748942;Mart 2024;PALILULA;WOMA;42720.00
1748943;Mart 2024;VRAČAR;LOKALNO;6900.00
1748944;Mart 2024;ZVEZDARA;LOKALNO;2300.00
1748945;Mart 2024;NOVI BEOGRAD;ZAMENA;62388.50
1748946;Mart 2024;ČUKARICA;SAJLA;9220.00
1748949;Mart 2024;ZVEZDARA;SAJLA;9220.00
1748951;Mart 2024;STARI GRAD;SAJLA;9220.00
1748952;Mart 2024;ČUKARICA;SAJLA;9220.00
1748954;Mart 2024;STARI GRAD;SAJLA;9220.00
1748956;Mart 2024;PALILULA;ZAMENA;26820.00
1748959;Mart 2024;NOVI BEOGRAD;LOKALNO;2300.00
1748960;Mart 2024;STARI GRAD;ZAMENA;64340.50
1748962;Mart 2024;NOVI BEOGRAD;SAJLA;9220.00
1748977;Mart 2024;ČUKARICA;WOMA;5000.00
1748989;Mart 2024;NOVI BEOGRAD;SAJLA;9220.00
1748990;Mart 2024;ZEMUN;SAJLA;18300.00
1748994;Mart 2024;RAKOVICA;ZAMENA;33436.60
1749001;Mart 2024;NOVI BEOGRAD;ZAMENA;28440.00
1749003;Mart 2024;NOVI BEOGRAD;SAJLA;9220.00
1749005;Mart 2024;VOŽDOVAC;ZAMENA;9200.00
1749008;Mart 2024;PALILULA;ZAMENA;26563.00
1749011;Mart 2024;STARI GRAD;WOMA;30900.00
1749013;Mart 2024;NOVI BEOGRAD;SAJLA;9220.00
1749018;Mart 2024;PALILULA;ZAMENA;9521.80
1749021;Mart 2024;ZVEZDARA;ZAMENA;58572.60
1749022;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749029;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749032;Mart 2024;RAKOVICA;ZAMENA;17520.00
1749040;Mart 2024;ZVEZDARA;WOMA;40400.00
1749043;Mart 2024;STARI GRAD;KOPANJE;251466.00
1749045;Mart 2024;RAKOVICA;ZAMENA;41126.00
1749047;Mart 2024;VOŽDOVAC;ZAMENA;26710.00
1749058;Mart 2024;VOŽDOVAC;ZAMENA;22820.00
1749061;Mart 2024;NOVI BEOGRAD;ZAMENA;14358.00
1749075;Mart 2024;STARI GRAD;SAJLA;17060.00
1749080;Mart 2024;NOVI BEOGRAD;ZAMENA;11104.00
1749082;Mart 2024;RAKOVICA;ZAMENA;33974.00
1749086;Mart 2024;RAKOVICA;ZAMENA;42761.00
1749088;Mart 2024;SAVSKI VENAC;LOKALNO;6900.00
1749096;Mart 2024;PALILULA;KOPANJE;80918.00
1749097;Mart 2024;NOVI BEOGRAD;ZAMENA;24700.00
1749098;Mart 2024;NOVI BEOGRAD;ZAMENA;34642.00
1749101;Mart 2024;RAKOVICA;LOKALNO;6900.00
1749102;Mart 2024;VOŽDOVAC;SAJLA;18710.00
1749105;Mart 2024;RAKOVICA;ZAMENA;42274.00
1749114;Mart 2024;VOŽDOVAC;ZAMENA;26710.00
1749139;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749142;Mart 2024;ZEMUN;ZAMENA;52505.00
1749144;Mart 2024;NOVI BEOGRAD;ZAMENA;52648.00
1749145;Mart 2024;ZEMUN;LOKALNO;9200.00
1749147;Mart 2024;PALILULA;SAJLA;14220.00
1749150;Mart 2024;NOVI BEOGRAD;ZAMENA;677378.00
1749151;Mart 2024;ZEMUN;ZAMENA;97168.00
1749152;Mart 2024;NOVI BEOGRAD;ZAMENA;12574.00
1749154;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749155;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749156;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749157;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749159;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1749160;Mart 2024;PALILULA;ZAMENA;16100.00
1749161;Mart 2024;NOVI BEOGRAD;ZAMENA;73998.00
1749167;Mart 2024;RAKOVICA;SAJLA;18710.00
1749168;Mart 2024;PALILULA;ZAMENA;33273.50
1749172;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749176;Mart 2024;NOVI BEOGRAD;WOMA;25500.00
1749178;Mart 2024;RAKOVICA;SAJLA;15600.00
1749179;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749181;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749183;Mart 2024;VOŽDOVAC;LOKALNO;9200.00
1749184;Mart 2024;ČUKARICA;LOKALNO;6900.00
1749185;Mart 2024;ZEMUN;LOKALNO;6900.00
1749188;Mart 2024;ZEMUN;LOKALNO;6900.00
1749196;Mart 2024;NOVI BEOGRAD;WOMA;350133.60
1749206;Mart 2024;NOVI BEOGRAD;WOMA;41500.00
1749207;Mart 2024;ZEMUN;SAJLA;16220.00
1749211;Mart 2024;ZEMUN;ZAMENA;11300.00
1749214;Mart 2024;ZVEZDARA;WOMA;33500.00
1749215;Mart 2024;VOŽDOVAC;ZAMENA;15142.00
1749218;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1749220;Mart 2024;ZVEZDARA;KOPANJE;197534.50
1749224;Mart 2024;ZVEZDARA;WOMA;40400.00
1749230;Mart 2024;ČUKARICA;LOKALNO;6900.00
1749236;Mart 2024;STARI GRAD;SAJLA;9220.00
1749240;Mart 2024;ČUKARICA;SAJLA;9220.00
1749243;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749245;Mart 2024;STARI GRAD;ZAMENA;43370.00
1749248;Mart 2024;PALILULA;SAJLA;14220.00
1749249;Mart 2024;PALILULA;SAJLA;19740.00
1749250;Mart 2024;VOŽDOVAC;ZAMENA;21915.80
1749251;Mart 2024;RAKOVICA;ZAMENA;68164.40
1749252;Mart 2024;VRAČAR;ZAMENA;27930.00
1749253;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749260;Mart 2024;ČUKARICA;LOKALNO;6900.00
1749261;Mart 2024;ČUKARICA;WOMA;38900.00
1749262;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1749263;Mart 2024;ČUKARICA;WOMA;38500.00
1749264;Mart 2024;RAKOVICA;ZAMENA;6282.00
1749268;Mart 2024;PALILULA;ZAMENA;36378.00
1749275;Mart 2024;PALILULA;LOKALNO;6900.00
1749276;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749277;Mart 2024;RAKOVICA;LOKALNO;6900.00
1749281;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749285;Mart 2024;STARI GRAD;ZAMENA;8194.00
1749287;Mart 2024;SAVSKI VENAC;LOKALNO;6900.00
1749290;Mart 2024;ČUKARICA;ZAMENA;39722.00
1749291;Mart 2024;STARI GRAD;LOKALNO;6900.00
1749293;Mart 2024;ZVEZDARA;ZAMENA;31758.00
1749298;Mart 2024;STARI GRAD;LOKALNO;6900.00
1749299;Mart 2024;ZVEZDARA;WOMA;43400.00
1749308;Mart 2024;RAKOVICA;SAJLA;18710.00
1749312;Mart 2024;NOVI BEOGRAD;SAJLA;12440.00
1749313;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749315;Mart 2024;STARI GRAD;ZAMENA;20675.00
1749317;Mart 2024;VOŽDOVAC;SAJLA;18710.00
1749319;Mart 2024;ČUKARICA;LOKALNO;6900.00
1749321;Mart 2024;ZVEZDARA;WOMA;59800.00
1749322;Mart 2024;NOVI BEOGRAD;WOMA;46900.00
1749327;Mart 2024;VOŽDOVAC;ZAMENA;99820.00
1749329;Mart 2024;ČUKARICA;LOKALNO;6900.00
1749332;Mart 2024;VOŽDOVAC;ZAMENA;254342.00
1749334;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1749335;Mart 2024;ČUKARICA;ZAMENA;17590.00
1749337;Mart 2024;RAKOVICA;KOPANJE;37106.00
1749338;Mart 2024;ČUKARICA;SAJLA;16220.00
1749339;Mart 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749343;Mart 2024;NOVI BEOGRAD;SAJLA;17140.00
1749350;Mart 2024;ČUKARICA;WOMA;33500.00
1749358;Mart 2024;ZVEZDARA;WOMA;25500.00
1749362;Mart 2024;VOŽDOVAC;LOKALNO;6900.00
1749364;Mart 2024;NOVI BEOGRAD;SAJLA;11300.00
1749369;Mart 2024;ČUKARICA;SAJLA;12330.00
1749373;Mart 2024;NOVI BEOGRAD;ZAMENA;117384.00
1749375;Mart 2024;ZVEZDARA;KOPANJE;111468.00
1749376;Mart 2024;ZVEZDARA;KOPANJE;546722.08
1749381;Mart 2024;ZEMUN;LOKALNO;6900.00
1749382;Mart 2024;VRAČAR;ZAMENA;69102.00
1749384;Mart 2024;NOVI BEOGRAD;WOMA;30900.00
1749386;Mart 2024;VRAČAR;KOPANJE;327711.00
1749388;Mart 2024;PALILULA;LOKALNO;6900.00
1749391;Mart 2024;VOŽDOVAC;WOMA;49500.00
1749393;Mart 2024;PALILULA;WOMA;16900
1749394;Mart 2024;PALILULA;LOKALNO;6900.00
1749395;Mart 2024;VOŽDOVAC;ZAMENA;22820.00
1749396;Mart 2024;ZVEZDARA;LOKALNO;6900.00
1749400;Mart 2024;ČUKARICA;ZAMENA;18428.00
1749404;Mart 2024;ČUKARICA;ZAMENA;101210.00
1749415;Mart 2024;VOŽDOVAC;ZAMENA;66539.50
1749419;Mart 2024;ZEMUN;LOKALNO;6900.00
1749420;Mart 2024;ZEMUN;LOKALNO;6900.00
1749423;April 2024;ČUKARICA;SAJLA;9220.00
1749424;April 2024;ČUKARICA;WOMA;39300.00
1749425;April 2024;PALILULA;ZAMENA;21300.00
1749426;April 2024;RAKOVICA;WOMA;38900.00
1749427;April 2024;VOŽDOVAC;WOMA;33500.00
1749428;April 2024;PALILULA;SAJLA;14220.00
1749429;April 2024;ZEMUN;KOPANJE;246254.10
1749430;April 2024;RAKOVICA;SAJLA;18710.00
1749431;April 2024;VOŽDOVAC;WOMA;33500.00
1749432;April 2024;PALILULA;ZAMENA;15846.00
1749433;April 2024;PALILULA;SAJLA;14220.00
1749434;April 2024;RAKOVICA;ZAMENA;27820.00
1749435;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749436;April 2024;NOVI BEOGRAD;ZAMENA;5936.00
1749437;April 2024;NOVI BEOGRAD;ZAMENA;34330.00
1749438;April 2024;VRAČAR;SAJLA;18820.00
1749439;April 2024;ČUKARICA;SAJLA;9220.00
1749440;April 2024;PALILULA;WOMA;5000.00
1749441;April 2024;ZEMUN;SAJLA;15300.00
1749442;April 2024;NOVI BEOGRAD;WOMA;121200.00
1749445;April 2024;VOŽDOVAC;ZAMENA;9316.00
1749447;April 2024;RAKOVICA;ZAMENA;24930.00
1749449;April 2024;PALILULA;WOMA;58000.00
1749451;April 2024;NOVI BEOGRAD;WOMA;44500.00
1749454;April 2024;ČUKARICA;ZAMENA;16830.02
1749457;April 2024;VOŽDOVAC;WOMA;41900.00
1749459;April 2024;ČUKARICA;LOKALNO;2300.00
1749460;April 2024;ZVEZDARA;WOMA;40800.00
1749461;April 2024;PALILULA;ZAMENA;21458.20
1749462;April 2024;RAKOVICA;LOKALNO;6900.00
1749464;April 2024;STARI GRAD;SAJLA;9220.00
1749465;April 2024;ZEMUN;WOMA;25500.00
1749468;April 2024;ZEMUN;ZAMENA;11300.00
1749470;April 2024;ZVEZDARA;SAJLA;13820.00
1749473;April 2024;PALILULA;ZAMENA;22300.00
1749475;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749477;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749479;April 2024;NOVI BEOGRAD;WOMA;40400.00
1749480;April 2024;ZEMUN;WOMA;30900.00
1749481;April 2024;NOVI BEOGRAD;ZAMENA;39746.00
1749482;April 2024;PALILULA;SAJLA;14220.00
1749483;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749484;April 2024;ZVEZDARA;WOMA;43400.00
1749486;April 2024;ZEMUN;SAJLA;12300.00
1749488;April 2024;STARI GRAD;LOKALNO;6900.00
1749489;April 2024;PALILULA;ZAMENA;21300.00
1749490;April 2024;RAKOVICA;ZAMENA;36930.00
1749491;April 2024;ZVEZDARA;SAJLA;9220.00
1749494;April 2024;STARI GRAD;LOKALNO;6900.00
1749496;April 2024;ČUKARICA;LOKALNO;6900.00
1749499;April 2024;ČUKARICA;ZAMENA;77518.80
1749501;April 2024;ZEMUN;SAJLA;18300.00
1749505;April 2024;RAKOVICA;ZAMENA;154560.00
1749507;April 2024;ČUKARICA;ZAMENA;52956.00
1749510;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749513;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749515;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749517;April 2024;VOŽDOVAC;ZAMENA;22820.00
1749520;April 2024;ZVEZDARA;ZAMENA;55895.50
1749524;April 2024;STARI GRAD;ZAMENA;32908.00
1749537;April 2024;ČUKARICA;LOKALNO;2300.00
1749551;April 2024;ZVEZDARA;ZAMENA;39584.40
1749553;April 2024;ZVEZDARA;WOMA;42700.00
1749555;April 2024;ČUKARICA;SAJLA;9220.00
1749558;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749563;April 2024;ZVEZDARA;ZAMENA;35296.00
1749566;April 2024;ZVEZDARA;ZAMENA;13337.00
1749575;April 2024;SAVSKI VENAC;LOKALNO;6900.00
1749576;April 2024;STARI GRAD;ZAMENA;28300.00
1749579;April 2024;PALILULA;SAJLA;14220.00
1749588;April 2024;ZEMUN;ZAMENA;92403.00
1749589;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749590;April 2024;VOŽDOVAC;ZAMENA;30290.00
1749600;April 2024;NOVI BEOGRAD;ZAMENA;22404.20
1749601;April 2024;STARI GRAD;SAJLA;10140.00
1749602;April 2024;VOŽDOVAC;SAJLA;13710.00
1749605;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749607;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749609;April 2024;RAKOVICA;ZAMENA;92908.00
1749611;April 2024;ČUKARICA;LOKALNO;6900.00
1749616;April 2024;ČUKARICA;SPOJKA;4870.00
1749621;April 2024;ČUKARICA;SAJLA;9220.00
1749623;April 2024;ZEMUN;ZAMENA;49893.40
1749626;April 2024;NOVI BEOGRAD;ZAMENA;105552.10
1749629;April 2024;RAKOVICA;SAJLA;18710.00
1749630;April 2024;ZVEZDARA;SAJLA;9220.00
1749634;April 2024;VRAČAR;ZAMENA;456900.00
1749635;April 2024;ZEMUN;WOMA;46900.00
1749636;April 2024;VOŽDOVAC;ZAMENA;13400.00
1749638;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749639;April 2024;SAVSKI VENAC;LOKALNO;6900.00
1749640;April 2024;ZVEZDARA;ZAMENA;42029.60
1749645;April 2024;VRAČAR;ZAMENA;23900.00
1749648;April 2024;VOŽDOVAC;WOMA;33500.00
1749649;April 2024;NOVI BEOGRAD;LOKALNO;2300.00
1749651;April 2024;RAKOVICA;LOKALNO;6900.00
1749652;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749654;April 2024;VOŽDOVAC;SAJLA;18710.00
1749660;April 2024;ČUKARICA;SAJLA;9220.00
1749663;April 2024;RAKOVICA;ZAMENA;46838.40
1749664;April 2024;ČUKARICA;ZAMENA;39397.52
1749665;April 2024;RAKOVICA;LOKALNO;6900.00
1749670;April 2024;RAKOVICA;LOKALNO;6900.00
1749675;April 2024;NOVI BEOGRAD;ZAMENA;448758.00
1749676;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749678;April 2024;NOVI BEOGRAD;SAJLA;12440.00
1749679;April 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749680;April 2024;ČUKARICA;ZAMENA;65605.00
1749687;April 2024;ZVEZDARA;SAJLA;9220.00
1749689;April 2024;RAKOVICA;ZAMENA;51791.20
1749695;April 2024;RAKOVICA;ZAMENA;27410.00
1749697;April 2024;VOŽDOVAC;ZAMENA;8236.00
1749703;April 2024;NOVI BEOGRAD;ZAMENA;18312.00
1749705;April 2024;SAVSKI VENAC;WOMA;5000.00
1749706;April 2024;PALILULA;WOMA;5000.00
1749707;April 2024;ČUKARICA;LOKALNO;6900.00
1749709;April 2024;STARI GRAD;WOMA;49500.00
1749712;April 2024;RAKOVICA;KOPANJE;729282.00
1749718;April 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749733;April 2024;NOVI BEOGRAD;ZAMENA;101041.00
1749735;April 2024;STARI GRAD;WOMA;5000.00
1749739;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749742;April 2024;NOVI BEOGRAD;LOKALNO;9200.00
1749746;April 2024;NOVI BEOGRAD;LOKALNO;2300.00
1749748;April 2024;ZVEZDARA;SAJLA;9220.00
1749764;April 2024;STARI GRAD;WOMA;5000.00
1749767;April 2024;SAVSKI VENAC;LOKALNO;6900.00
1749774;April 2024;STARI GRAD;LOKALNO;6900.00
1749776;April 2024;VRAČAR;ZAMENA;212727.00
1749777;April 2024;STARI GRAD;ZAMENA;6789.00
1749778;April 2024;VRAČAR;SAJLA;17400.00
1749780;April 2024;RAKOVICA;ZAMENA;22600.00
1749781;April 2024;VOŽDOVAC;SAJLA;13710.00
1749782;April 2024;ZVEZDARA;KOPANJE;76675.00
1749792;April 2024;ČUKARICA;KOPANJE;156855.40
1749793;April 2024;PALILULA;ZAMENA;42999.00
1749798;April 2024;VRAČAR;ZAMENA;27320.00
1749800;April 2024;STARI GRAD;WOMA;41500.00
1749801;April 2024;STARI GRAD;ZAMENA;59554.00
1749802;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749803;April 2024;ZVEZDARA;LOKALNO;6900.00
1749826;April 2024;PALILULA;LOKALNO;6900.00
1749829;April 2024;RAKOVICA;SAJLA;18710.00
1749830;April 2024;RAKOVICA;ZAMENA;74681.60
1749831;April 2024;RAKOVICA;ZAMENA;27483.60
1749832;April 2024;RAKOVICA;SAJLA;15600.00
1749833;April 2024;ČUKARICA;KOPANJE;27535.00
1749835;April 2024;PALILULA;ZAMENA;52727.00
1749840;April 2024;ZVEZDARA;ZAMENA;36600.00
1749842;April 2024;VOŽDOVAC;KOPANJE;131923.00
1749843;April 2024;VOŽDOVAC;ZAMENA;51520.00
1749844;April 2024;ZVEZDARA;SAJLA;11410.00
1749850;April 2024;NOVI BEOGRAD;WOMA;38900.00
1749851;April 2024;SAVSKI VENAC;LOKALNO;6900.00
1749852;April 2024;VRAČAR;ZAMENA;31628.00
1749853;April 2024;ČUKARICA;KOPANJE;629105.13
1749854;April 2024;STARI GRAD;SAJLA;16220.00
1749855;April 2024;PALILULA;SAJLA;13300.00
1749862;April 2024;NOVI BEOGRAD;SAJLA;16220.00
1749863;April 2024;ČUKARICA;KOPANJE;636381.64
1749865;April 2024;ČUKARICA;KOPANJE;626249.13
1749867;April 2024;NOVI BEOGRAD;WOMA;5000.00
1749886;April 2024;STARI GRAD;SAJLA;15300.00
1749887;April 2024;SAVSKI VENAC;ZAMENA;41433.00
1749888;April 2024;NOVI BEOGRAD;ZAMENA;87358.00
1749891;April 2024;NOVI BEOGRAD;LOKALNO;6900.00
1749895;April 2024;VOŽDOVAC;ZAMENA;47888.00
1749899;April 2024;NOVI BEOGRAD;SAJLA;9220.00
1749907;April 2024;ZVEZDARA;SAJLA;16220.00
1749910;April 2024;STARI GRAD;ZAMENA;10740.00
1749912;April 2024;ZVEZDARA;SAJLA;16220.00
1749914;April 2024;RAKOVICA;WOMA;38900.00
1749916;April 2024;RAKOVICA;LOKALNO;6900.00
1749918;April 2024;NOVI BEOGRAD;WOMA;30900.00
1749920;April 2024;ČUKARICA;ZAMENA;39717.00
1749921;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749922;April 2024;VOŽDOVAC;ZAMENA;31600.00
1749923;April 2024;PALILULA;WOMA;46900.00
1749925;April 2024;NOVI BEOGRAD;ZAMENA;78367.00
1749926;April 2024;STARI GRAD;ZAMENA;14774.00
1749927;April 2024;STARI GRAD;ZAMENA;12902.20
1749939;April 2024;ZVEZDARA;SAJLA;9220.00
1749940;April 2024;STARI GRAD;ZAMENA;19342.00
1749941;April 2024;VOŽDOVAC;ZAMENA;22820.00
1749942;April 2024;ČUKARICA;ZAMENA;530790.00
1749943;April 2024;RAKOVICA;LOKALNO;6900.00
1749946;April 2024;ČUKARICA;SAJLA;8300.00
1749947;April 2024;ČUKARICA;SAJLA;10140.00
1749950;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749952;April 2024;VOŽDOVAC;WOMA;33500.00
1749962;April 2024;ZEMUN;WOMA;30900.00
1749965;April 2024;PALILULA;ZAMENA;26665.00
1749976;April 2024;NOVI BEOGRAD;WOMA;30900.00
1749980;April 2024;RAKOVICA;WOMA;38900.00
1749982;April 2024;VOŽDOVAC;LOKALNO;6900.00
1749985;April 2024;NOVI BEOGRAD;WOMA;30900.00
1749997;April 2024;NOVI BEOGRAD;WOMA;38900.00
1750001;April 2024;NOVI BEOGRAD;WOMA;30900.00
1750004;April 2024;ZVEZDARA;ZAMENA;19769.00
1750013;April 2024;ZVEZDARA;WOMA;38900.00
