Broj Fakture;Datum PDV;Iznos/Osnovica;Penal;PDV;Iznos sa penalom i PDV;PG Iznos/Osnovica;PG PDV;PG Penal;PG Iznos sa PDVom;Vrsta Naloga
HM-146/2025;27.06.2025;2137.70;0.00;427.54;2565.24;2137.70;427.54;0.00;2565.24;HAUSMAJSTOR
HM-163/2025;27.06.2025;5137.00;0.00;1027.40;6164.40;5137.00;1027.40;0.00;6164.40;HAUSMAJSTOR
HM-148/2025;27.06.2025;1388.00;0.00;277.60;1665.60;1388.00;277.60;0.00;1665.60;HAUSMAJSTOR
HM-155/2025;27.06.2025;1388.00;0.00;277.60;1665.60;1388.00;277.60;0.00;1665.60;HAUSMAJSTOR
HM-168/2025;27.06.2025;7497.00;0.00;1499.40;8996.40;7497.00;1499.40;0.00;8996.40;HAUSMAJSTOR
HM-161/2025;27.06.2025;2082.00;0.00;416.40;2498.40;2082.00;416.40;0.00;2498.40;HAUSMAJSTOR
HM-159/2025;27.06.2025;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-153/2025;27.06.2025;4999.00;0.00;999.80;5998.80;4999.00;999.80;0.00;5998.80;HAUSMAJSTOR
HM-167/2025;27.06.2025;3333.00;0.00;666.60;3999.60;3333.00;666.60;0.00;3999.60;HAUSMAJSTOR
HM-172/2025;27.06.2025;3054.00;0.00;610.80;3664.80;3054.00;610.80;0.00;3664.80;HAUSMAJSTOR
HM-164/2025;27.06.2025;4999.00;0.00;999.80;5998.80;4999.00;999.80;0.00;5998.80;HAUSMAJSTOR
HM-169/2025;27.06.2025;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-157/2025;27.06.2025;8053.00;0.00;1610.60;9663.60;8053.00;1610.60;0.00;9663.60;HAUSMAJSTOR
HM-151/2025;27.06.2025;5136.50;0.00;1027.30;6163.80;5136.50;1027.30;0.00;6163.80;HAUSMAJSTOR
HM-162/2025;27.06.2025;4999.00;0.00;999.80;5998.80;4999.00;999.80;0.00;5998.80;HAUSMAJSTOR
HM-160/2025;27.06.2025;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-171/2025;27.06.2025;6135.00;0.00;1227.00;7362.00;6135.00;1227.00;0.00;7362.00;HAUSMAJSTOR
HM-147/2025;27.06.2025;3054.00;0.00;610.80;3664.80;3054.00;610.80;0.00;3664.80;HAUSMAJSTOR
HM-156/2025;27.06.2025;5554.00;0.00;1110.80;6664.80;5554.00;1110.80;0.00;6664.80;HAUSMAJSTOR
HM-158/2025;27.06.2025;13883.00;0.00;2776.60;16659.60;13883.00;2776.60;0.00;16659.60;HAUSMAJSTOR
GS-8516/2025;26.06.2025;691156.00;0.00;0.00;691156.00;466530.30;93306.06;0.00;559836.36;TEKUCE
GS-8514/2025;26.06.2025;227776.00;0.00;45555.20;273331.20;153748.80;30749.76;0.00;184498.56;NEODLOZNO
GS-8515/2025;26.06.2025;87881.00;0.00;17576.20;105457.20;59319.68;11863.94;0.00;71183.61;NEODLOZNO
GS-8596/2025;26.06.2025;60735.50;0.00;12147.10;72882.60;40996.46;8199.29;0.00;49195.76;NEODLOZNO
GS-8649/2025;26.06.2025;46451.48;0.00;9290.30;55741.78;31354.75;6270.95;0.00;37625.70;NEODLOZNO
GS-8624/2025;26.06.2025;69671.00;0.00;13934.20;83605.20;47027.93;9405.59;0.00;56433.51;NEODLOZNO
GS-8564/2025;26.06.2025;41052.00;0.00;8210.40;49262.40;27710.10;5542.02;0.00;33252.12;NEODLOZNO
GS-8674/2025.;26.06.2025;130629.95;0.00;26125.99;156755.94;88175.22;17635.04;0.00;105810.26;NEODLOZNO
GS-8572/2025;26.06.2025;7010.00;0.00;1402.00;8412.00;4731.75;946.35;0.00;5678.10;NEODLOZNO
GS-8561/2025;26.06.2025;18682.80;0.00;3736.56;22419.36;12610.89;2522.18;0.00;15133.07;NEODLOZNO
GS-8504/2025;26.06.2025;72881.80;0.00;14576.36;87458.16;49195.22;9839.04;0.00;59034.26;NEODLOZNO
GS-8510/2025;26.06.2025;193636.00;0.00;38727.20;232363.20;130704.30;26140.86;0.00;156845.16;NEODLOZNO
GS-8567/2025;26.06.2025;11530.00;0.00;2306.00;13836.00;7782.75;1556.55;0.00;9339.30;NEODLOZNO
GS-8562/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8574/2025.;26.06.2025;17300.00;0.00;3460.00;20760.00;11677.50;2335.50;0.00;14013.00;NEODLOZNO
GS-8539/2025;26.06.2025;10000.00;0.00;2000.00;12000.00;6750.00;1350.00;0.00;8100.00;NEODLOZNO
GS-8569/2025;26.06.2025;13888.25;0.00;2777.65;16665.90;9374.57;1874.91;0.00;11249.48;NEODLOZNO
GS-8653/2025;26.06.2025;52157.00;0.00;10431.40;62588.40;35205.98;7041.20;0.00;42247.17;NEODLOZNO
GS-8618/2025;26.06.2025;50831.00;0.00;10166.20;60997.20;34310.93;6862.19;0.00;41173.11;NEODLOZNO
GS-8617/2025;26.06.2025;35826.00;0.00;7165.20;42991.20;24182.55;4836.51;0.00;29019.06;NEODLOZNO
GS-8623/2025;26.06.2025;15913.00;0.00;3182.60;19095.60;10741.28;2148.26;0.00;12889.53;NEODLOZNO
GS-8529/2025;26.06.2025;16313.00;0.00;3262.60;19575.60;11011.28;2202.26;0.00;13213.53;NEODLOZNO
GS-8625/2025;26.06.2025;27279.00;0.00;5455.80;32734.80;18413.33;3682.67;0.00;22095.99;NEODLOZNO
GS-8563/2025;26.06.2025;11300.00;0.00;2260.00;13560.00;7627.50;1525.50;0.00;9153.00;NEODLOZNO
GS-8613/2025;26.06.2025;19868.00;0.00;3973.60;23841.60;13410.90;2682.18;0.00;16093.08;NEODLOZNO
GS-8615/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8651/2025;26.06.2025;42434.00;0.00;8486.80;50920.80;28642.95;5728.59;0.00;34371.54;NEODLOZNO
GS-8534/2025;26.06.2025;10534.00;0.00;2106.80;12640.80;7110.45;1422.09;0.00;8532.54;NEODLOZNO
GS-8530/2025;26.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8637/2025;26.06.2025;73520.20;0.00;14704.04;88224.24;49626.14;9925.23;0.00;59551.36;NEODLOZNO
GS-8578/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8652/2025;26.06.2025;91881.84;0.00;18376.37;110258.21;62020.24;12404.05;0.00;74424.29;NEODLOZNO
GS-8608/2025;26.06.2025;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-8656/2025;26.06.2025;10166.24;0.00;2033.25;12199.49;6862.21;1372.44;0.00;8234.65;NEODLOZNO
GS-8616/2025;26.06.2025;7170.00;0.00;1434.00;8604.00;4839.75;967.95;0.00;5807.70;NEODLOZNO
GS-8538/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8650/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8579/2025;26.06.2025;7963.20;0.00;1592.64;9555.84;5375.16;1075.03;0.00;6450.19;NEODLOZNO
GS-8531/2025;26.06.2025;5800.00;0.00;1160.00;6960.00;3915.00;783.00;0.00;4698.00;NEODLOZNO
GS-8505/2025;26.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8654/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8533/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8527/2025;26.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8506/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8508/2025;26.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8614/2025;26.06.2025;53900.00;0.00;10780.00;64680.00;36382.50;7276.50;0.00;43659.00;NEODLOZNO
GS-8576/2025;26.06.2025;8620.00;0.00;1724.00;10344.00;5818.50;1163.70;0.00;6982.20;NEODLOZNO
GS-8676/2025;26.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8622/2025;26.06.2025;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-8537/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8677/2025;26.06.2025;141472.00;0.00;28294.40;169766.40;95493.60;19098.72;0.00;114592.32;NEODLOZNO
GS-8542/2025;26.06.2025;24753.00;0.00;4950.60;29703.60;16708.28;3341.66;0.00;20049.93;NEODLOZNO
GS-8619/2025;26.06.2025;56544.00;0.00;11308.80;67852.80;38167.20;7633.44;0.00;45800.64;NEODLOZNO
GS-8577/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8541/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8635/2025;26.06.2025;34720.00;0.00;6944.00;41664.00;23436.00;4687.20;0.00;28123.20;NEODLOZNO
GS-8511/2025;26.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8507/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8609/2025;26.06.2025;5114.00;0.00;1022.80;6136.80;3451.95;690.39;0.00;4142.34;NEODLOZNO
GS-8566/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8638/2025;26.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8655/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8636/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8575/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8512/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8536/2025;26.06.2025;14310.60;0.00;2862.12;17172.72;9659.66;1931.93;0.00;11591.59;NEODLOZNO
GS-8570/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8532/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8565/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8679/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8545/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8675/2025;26.06.2025;105560.00;0.00;21112.00;126672.00;71253.00;14250.60;0.00;85503.60;NEODLOZNO
GS-8535/2025;26.06.2025;6050.00;0.00;1210.00;7260.00;4083.75;816.75;0.00;4900.50;NEODLOZNO
GS-8573/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8571/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8540/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8509/2025;26.06.2025;41500.00;0.00;8300.00;49800.00;28012.50;5602.50;0.00;33615.00;NEODLOZNO
GS-8513/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8544/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8526/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8612/2025;26.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8610/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8611/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8546/2025;26.06.2025;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-8648/2025;26.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8568/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8528/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8678/2025;26.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8543/2025;26.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8347/2025;25.06.2025;77884.00;0.00;15576.80;93460.80;52571.70;10514.34;0.00;63086.04;NEODLOZNO
GS-8301/2025;25.06.2025;61014.00;0.00;12202.80;73216.80;41184.45;8236.89;0.00;49421.34;NEODLOZNO
GS-8330/2025;25.06.2025;28508.00;0.00;5701.60;34209.60;19242.90;3848.58;0.00;23091.48;NEODLOZNO
GS-8452/2025;25.06.2025;49471.50;0.00;9894.30;59365.80;33393.26;6678.65;0.00;40071.92;NEODLOZNO
GS-8327/2025;25.06.2025;128266.50;0.00;25653.30;153919.80;86579.89;17315.98;0.00;103895.87;NEODLOZNO
GS-8432/2025;25.06.2025;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-8441/2025;25.06.2025;32286.80;0.00;6457.36;38744.16;21793.59;4358.72;0.00;26152.31;NEODLOZNO
GS-8290/2025;25.06.2025;4618.00;0.00;923.60;5541.60;3117.15;623.43;0.00;3740.58;NEODLOZNO
GS-8380/2025;25.06.2025;153258.40;0.00;30651.68;183910.08;103449.42;20689.88;0.00;124139.30;NEODLOZNO
GS-8333/2025;25.06.2025;57610.00;0.00;11522.00;69132.00;38886.75;7777.35;0.00;46664.10;NEODLOZNO
GS-8309/2025;25.06.2025;34058.00;0.00;6811.60;40869.60;22989.15;4597.83;0.00;27586.98;NEODLOZNO
GS-8426/2025;25.06.2025;21195.00;0.00;4239.00;25434.00;14306.63;2861.33;0.00;17167.95;NEODLOZNO
GS-8345/2025;25.06.2025;12313.20;0.00;2462.64;14775.84;8311.41;1662.28;0.00;9973.69;NEODLOZNO
GS-8341/2025;25.06.2025;159270.20;0.00;31854.04;191124.24;107507.39;21501.48;0.00;129008.86;TEKUCE
GS-8300/2025;25.06.2025;43584.00;0.00;8716.80;52300.80;29419.20;5883.84;0.00;35303.04;NEODLOZNO
GS-8439/2025;25.06.2025;25032.00;0.00;5006.40;30038.40;16896.60;3379.32;0.00;20275.92;NEODLOZNO
GS-8442/2025;25.06.2025;52361.00;0.00;10472.20;62833.20;35343.68;7068.74;0.00;42412.41;NEODLOZNO
GS-8402/2025;25.06.2025;44183.60;0.00;8836.72;53020.32;29823.93;5964.79;0.00;35788.72;NEODLOZNO
GS-8412/2025;25.06.2025;40500.00;0.00;8100.00;48600.00;27337.50;5467.50;0.00;32805.00;NEODLOZNO
GS-8381/2025;25.06.2025;29300.00;0.00;5860.00;35160.00;19777.50;3955.50;0.00;23733.00;NEODLOZNO
GS-8346/2025;25.06.2025;42495.40;0.00;8499.08;50994.48;28684.40;5736.88;0.00;34421.27;NEODLOZNO
GS-8315/2025;25.06.2025;19318.80;0.00;3863.76;23182.56;13040.19;2608.04;0.00;15648.23;NEODLOZNO
GS-8359/2025;25.06.2025;20024.40;0.00;4004.88;24029.28;13516.47;2703.29;0.00;16219.76;NEODLOZNO
GS-8316/2025;25.06.2025;42020.00;0.00;8404.00;50424.00;28363.50;5672.70;0.00;34036.20;NEODLOZNO
GS-8295/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8304/2025;25.06.2025;21920.00;0.00;4384.00;26304.00;14796.00;2959.20;0.00;17755.20;NEODLOZNO
GS-8428/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8334/2025;25.06.2025;8452.40;0.00;1690.48;10142.88;5705.37;1141.07;0.00;6846.44;NEODLOZNO
GS-8433/2025;25.06.2025;26701.00;0.00;5340.20;32041.20;18023.18;3604.64;0.00;21627.81;NEODLOZNO
GS-8435/2025;25.06.2025;37014.00;0.00;7402.80;44416.80;24984.45;4996.89;0.00;29981.34;NEODLOZNO
GS-8364/2025;25.06.2025;8220.00;0.00;1644.00;9864.00;5548.50;1109.70;0.00;6658.20;NEODLOZNO
GS-8307/2025;25.06.2025;39680.00;0.00;7936.00;47616.00;26784.00;5356.80;0.00;32140.80;NEODLOZNO
GS-8396/2025;25.06.2025;47324.00;0.00;9464.80;56788.80;31943.70;6388.74;0.00;38332.44;NEODLOZNO
GS-8322/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8423/2025;25.06.2025;66333.00;0.00;13266.60;79599.60;44774.78;8954.95;0.00;53729.73;NEODLOZNO
GS-8379/2025;25.06.2025;15005.00;0.00;3001.00;18006.00;10128.38;2025.68;0.00;12154.05;NEODLOZNO
GS-8292/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8390/2025;25.06.2025;26941.00;0.00;5388.20;32329.20;18185.18;3637.04;0.00;21822.21;NEODLOZNO
GS-8357/2025;25.06.2025;8393.00;0.00;1678.60;10071.60;5665.28;1133.06;0.00;6798.33;NEODLOZNO
GS-8446/2025;25.06.2025;53099.50;0.00;10619.90;63719.40;35842.16;7168.43;0.00;43010.60;NEODLOZNO
GS-8366/2025;25.06.2025;6300.00;0.00;1260.00;7560.00;4252.50;850.50;0.00;5103.00;NEODLOZNO
GS-8363/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8319/2025.;25.06.2025;29600.00;0.00;5920.00;35520.00;19980.00;3996.00;0.00;23976.00;NEODLOZNO
GS-8429/2025;25.06.2025;41738.00;0.00;8347.60;50085.60;28173.15;5634.63;0.00;33807.78;NEODLOZNO
GS-8317/2025;25.06.2025;36574.00;0.00;7314.80;43888.80;24687.45;4937.49;0.00;29624.94;NEODLOZNO
GS-8427/2025;25.06.2025;20192.00;0.00;4038.40;24230.40;13629.60;2725.92;0.00;16355.52;NEODLOZNO
GS-8398/2025;25.06.2025;9800.00;0.00;1960.00;11760.00;6615.00;1323.00;0.00;7938.00;NEODLOZNO
GS-8291/2025;25.06.2025;37915.60;0.00;7583.12;45498.72;25593.03;5118.61;0.00;30711.64;NEODLOZNO
GS-8305/2025;25.06.2025;6780.00;0.00;1356.00;8136.00;4576.50;915.30;0.00;5491.80;NEODLOZNO
GS-8326/2025.;25.06.2025;20653.40;0.00;4130.68;24784.08;13941.05;2788.21;0.00;16729.25;NEODLOZNO
GS-8404/2025;25.06.2025;21408.00;0.00;4281.60;25689.60;14450.40;2890.08;0.00;17340.48;NEODLOZNO
GS-8299/2025;25.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8417/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8397/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8445/2025;25.06.2025;29521.00;0.00;5904.20;35425.20;19926.68;3985.34;0.00;23912.01;NEODLOZNO
GS-8403/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8343/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8420/2025;25.06.2025;24300.00;0.00;4860.00;29160.00;16402.50;3280.50;0.00;19683.00;NEODLOZNO
GS-8320/2025;25.06.2025;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-8424/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8382/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8348/2025;25.06.2025;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-8367/2025;25.06.2025;45833.00;0.00;9166.60;54999.60;30937.28;6187.46;0.00;37124.73;NEODLOZNO
GS-8314/2025;25.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8393/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8416/2025;25.06.2025;9164.00;0.00;1832.80;10996.80;6185.70;1237.14;0.00;7422.84;NEODLOZNO
GS-8289/2025;25.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8340/2025;25.06.2025;42440.00;0.00;8488.00;50928.00;28647.00;5729.40;0.00;34376.40;NEODLOZNO
GS-8389/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8378/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8352/2025;25.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8350/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8310/2025;25.06.2025;24169.30;0.00;4833.86;29003.16;16314.28;3262.86;0.00;19577.13;NEODLOZNO
GS-8312/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8331/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8411/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8422/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8351/2025;25.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8298/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8365/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8392/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8388/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8449/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8324/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8355/2025;25.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8444/2025;25.06.2025;45900.00;0.00;9180.00;55080.00;30982.50;6196.50;0.00;37179.00;NEODLOZNO
GS-8384/2025;25.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8303/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8332/2025;25.06.2025;25692.00;0.00;5138.40;30830.40;17342.10;3468.42;0.00;20810.52;NEODLOZNO
GS-8318/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8434/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8361/2025;25.06.2025;85650.00;0.00;17130.00;102780.00;57813.75;11562.75;0.00;69376.50;NEODLOZNO
GS-8354/2025;25.06.2025;52300.00;0.00;10460.00;62760.00;35302.50;7060.50;0.00;42363.00;NEODLOZNO
GS-8360/2025;25.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8294/2025;25.06.2025;17875.00;0.00;3575.00;21450.00;12065.63;2413.13;0.00;14478.75;NEODLOZNO
GS-8450/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8362/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8358/2025;25.06.2025;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-8391/2025;25.06.2025;4870.00;0.00;974.00;5844.00;3287.25;657.45;0.00;3944.70;NEODLOZNO
GS-8383/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8308/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8437/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8311/2025;25.06.2025;15300.00;0.00;3060.00;18360.00;10327.50;2065.50;0.00;12393.00;NEODLOZNO
GS-8376/2025;25.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8368/2025;25.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8448/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8431/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8454/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8401/2025;25.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8329/2025;25.06.2025;4870.00;0.00;974.00;5844.00;3287.25;657.45;0.00;3944.70;NEODLOZNO
GS-8321/2025;25.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8400/2025;25.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8395/2025;25.06.2025;5322.00;0.00;1064.40;6386.40;3592.35;718.47;0.00;4310.82;NEODLOZNO
