Broj Fakture;Datum PDV;Iznos/Osnovica;Penal;PDV;Iznos sa penalom i PDV;PG Iznos/Osnovica;PG PDV;PG Penal;PG Iznos sa PDVom;Vrsta Naloga
GS-8754/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8799/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8764/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8731/2025;30.06.2025;36723.29;0.00;7344.66;44067.95;24788.22;4957.64;0.00;29745.86;NEODLOZNO
GS-8727/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8688/2025;30.06.2025;5560.00;0.00;1112.00;6672.00;3753.00;750.60;0.00;4503.60;NEODLOZNO
GS-8699/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8789/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8775/2025;30.06.2025;5936.00;0.00;1187.20;7123.20;4006.80;801.36;0.00;4808.16;NEODLOZNO
GS-8741/2025;30.06.2025;57154.50;0.00;11430.90;68585.40;38579.29;7715.86;0.00;46295.15;NEODLOZNO
GS-8765/2025;30.06.2025;5341.00;0.00;1068.20;6409.20;3605.18;721.04;0.00;4326.21;NEODLOZNO
GS-8728/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8757/2025;30.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8778/2025;30.06.2025;37250.00;0.00;7450.00;44700.00;25143.75;5028.75;0.00;30172.50;NEODLOZNO
GS-8750/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8779/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8783/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8711/2025;30.06.2025;10304.00;0.00;2060.80;12364.80;6955.20;1391.04;0.00;8346.24;NEODLOZNO
GS-8771/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8805/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8774/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8743/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8698/2025;30.06.2025;22300.00;0.00;4460.00;26760.00;15052.50;3010.50;0.00;18063.00;NEODLOZNO
GS-8788/2025;30.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8777/2025;30.06.2025;34100.00;0.00;6820.00;40920.00;23017.50;4603.50;0.00;27621.00;NEODLOZNO
GS-8706/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8703/2025;30.06.2025;35966.00;0.00;7193.20;43159.20;24277.05;4855.41;0.00;29132.46;NEODLOZNO
GS-8689/2025;30.06.2025;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-8752/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8795/2025;30.06.2025;199592.00;0.00;39918.40;239510.40;134724.60;26944.92;0.00;161669.52;NEODLOZNO
GS-8697/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8792/2025;30.06.2025;28725.00;0.00;5745.00;34470.00;19389.38;3877.88;0.00;23267.25;NEODLOZNO
GS-8713/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8804/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8773/2025;30.06.2025;5936.00;0.00;1187.20;7123.20;4006.80;801.36;0.00;4808.16;NEODLOZNO
GS-8785/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8800/2025;30.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8802/2025;30.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8803/2025;30.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8712/2025;30.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8742/2025;30.06.2025;30500.00;0.00;6100.00;36600.00;20587.50;4117.50;0.00;24705.00;NEODLOZNO
GS-8725/2025;30.06.2025;15300.00;0.00;3060.00;18360.00;10327.50;2065.50;0.00;12393.00;NEODLOZNO
GS-8681/2025;30.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8707/2025;30.06.2025;8300.00;0.00;1660.00;9960.00;5602.50;1120.50;0.00;6723.00;NEODLOZNO
GS-8730/2025;30.06.2025;5341.00;0.00;1068.20;6409.20;3605.18;721.04;0.00;4326.21;NEODLOZNO
GS-8793/2025;30.06.2025;34318.00;0.00;6863.60;41181.60;23164.65;4632.93;0.00;27797.58;NEODLOZNO
GS-8708/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8791/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8695/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8766/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8704/2025;30.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8710/2025;30.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8715/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8687/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8747/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8759/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8782/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8734/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8761/2025;30.06.2025;5114.00;0.00;1022.80;6136.80;3451.95;690.39;0.00;4142.34;NEODLOZNO
GS-8768/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8780/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8721/2025;30.06.2025;22100.00;0.00;4420.00;26520.00;14917.50;2983.50;0.00;17901.00;NEODLOZNO
GS-8685/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8729/2025;30.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8718/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8701/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8690/2025;30.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8719/2025;30.06.2025;16220.00;0.00;3244.00;19464.00;10948.50;2189.70;0.00;13138.20;NEODLOZNO
GS-8686/2025;30.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8796/2025;30.06.2025;11060.00;0.00;2212.00;13272.00;7465.50;1493.10;0.00;8958.60;NEODLOZNO
GS-8770/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8746/2025;30.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8716/2025;30.06.2025;10140.00;0.00;2028.00;12168.00;6844.50;1368.90;0.00;8213.40;NEODLOZNO
GS-8696/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8784/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8723/2025;30.06.2025;9600.00;0.00;1920.00;11520.00;6480.00;1296.00;0.00;7776.00;NEODLOZNO
GS-8705/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8691/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8798/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8735/2025;30.06.2025;9300.00;0.00;1860.00;11160.00;6277.50;1255.50;0.00;7533.00;NEODLOZNO
GS-8726/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8751/2025;30.06.2025;21778.00;0.00;4355.60;26133.60;14700.15;2940.03;0.00;17640.18;NEODLOZNO
GS-8720/2025;30.06.2025;13300.00;0.00;2660.00;15960.00;8977.50;1795.50;0.00;10773.00;NEODLOZNO
GS-8748/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8684/2025;30.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8722/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8682/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8776/2025;30.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8550/2025.;27.06.2025;118108.45;0.00;23621.69;141730.14;79723.20;15944.64;0.00;95667.84;NEODLOZNO
GS-8642/2025;27.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8607/2025;27.06.2025;113350.00;0.00;22670.00;136020.00;76511.25;15302.25;0.00;91813.50;NEODLOZNO
GS-8640/2025;27.06.2025;28438.00;0.00;5687.60;34125.60;19195.65;3839.13;0.00;23034.78;NEODLOZNO
GS-8589/2025;27.06.2025;191954.00;0.00;38390.80;230344.80;129568.95;25913.79;0.00;155482.74;NEODLOZNO
GS-8519/2025;27.06.2025;38592.00;0.00;7718.40;46310.40;26049.60;5209.92;0.00;31259.52;NEODLOZNO
GS-8659/2025;27.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8606/2025;27.06.2025;64259.00;0.00;12851.80;77110.80;43374.83;8674.97;0.00;52049.79;NEODLOZNO
GS-8548/2025;27.06.2025;46018.00;0.00;9203.60;55221.60;31062.15;6212.43;0.00;37274.58;NEODLOZNO
GS-8552/2025;27.06.2025;6955.00;0.00;1391.00;8346.00;4694.63;938.93;0.00;5633.55;NEODLOZNO
GS-8587/2025;27.06.2025;197410.00;0.00;39482.00;236892.00;133251.75;26650.35;0.00;159902.10;NEODLOZNO
GS-8600/2025;27.06.2025;147030.00;0.00;29406.00;176436.00;99245.25;19849.05;0.00;119094.30;NEODLOZNO
GS-8591/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8632/2025;27.06.2025;20702.00;0.00;4140.40;24842.40;13973.85;2794.77;0.00;16768.62;NEODLOZNO
GS-8630/2025;27.06.2025;40744.80;0.00;8148.96;48893.76;27502.74;5500.55;0.00;33003.29;NEODLOZNO
GS-8601/2025;27.06.2025;54922.20;0.00;10984.44;65906.64;37072.49;7414.50;0.00;44486.98;NEODLOZNO
GS-8582/2025;27.06.2025;65511.20;0.00;13102.24;78613.44;44220.06;8844.01;0.00;53064.07;NEODLOZNO
GS-8633/2025;27.06.2025;28293.00;0.00;5658.60;33951.60;19097.78;3819.56;0.00;22917.33;NEODLOZNO
GS-8631/2025;27.06.2025;44050.00;0.00;8810.00;52860.00;29733.75;5946.75;0.00;35680.50;NEODLOZNO
GS-8580/2025;27.06.2025;40680.00;0.00;8136.00;48816.00;27459.00;5491.80;0.00;32950.80;NEODLOZNO
GS-8645/2025;27.06.2025;34300.80;0.00;6860.16;41160.96;23153.04;4630.61;0.00;27783.65;NEODLOZNO
GS-8586/2025;27.06.2025;21050.00;0.00;4210.00;25260.00;14208.75;2841.75;0.00;17050.50;NEODLOZNO
GS-8521/2025;27.06.2025;58857.60;0.00;11771.52;70629.12;39728.88;7945.78;0.00;47674.66;TEKUCE
GS-8549/2025;27.06.2025;23926.00;0.00;4785.20;28711.20;16150.05;3230.01;0.00;19380.06;NEODLOZNO
GS-8628/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8593/2025;27.06.2025;93550.00;0.00;18710.00;112260.00;63146.25;12629.25;0.00;75775.50;NEODLOZNO
GS-8605/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8660/2025;27.06.2025;10600.00;0.00;2120.00;12720.00;7155.00;1431.00;0.00;8586.00;NEODLOZNO
GS-8664/2025;27.06.2025;29498.60;0.00;5899.72;35398.32;19911.56;3982.31;0.00;23893.87;NEODLOZNO
GS-8551/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8627/2025;27.06.2025;14918.00;0.00;2983.60;17901.60;10069.65;2013.93;0.00;12083.58;NEODLOZNO
GS-8662/2025;27.06.2025;19726.00;0.00;3945.20;23671.20;13315.05;2663.01;0.00;15978.06;NEODLOZNO
GS-8585/2025;27.06.2025;3220.00;0.00;644.00;3864.00;2173.50;434.70;0.00;2608.20;NEODLOZNO
GS-8626/2025;27.06.2025;2300.00;0.00;460.00;2760.00;1552.50;310.50;0.00;1863.00;NEODLOZNO
GS-8581/2025;27.06.2025;44281.00;0.00;8856.20;53137.20;29889.68;5977.94;0.00;35867.61;NEODLOZNO
GS-8673/2025;27.06.2025;6303.80;0.00;1260.76;7564.56;4255.07;851.01;0.00;5106.08;NEODLOZNO
GS-8669/2025;27.06.2025;103276.00;0.00;20655.20;123931.20;69711.30;13942.26;0.00;83653.56;NEODLOZNO
GS-8560/2025;27.06.2025;40163.40;0.00;8032.68;48196.08;27110.30;5422.06;0.00;32532.35;NEODLOZNO
GS-8602/2025;27.06.2025;20527.00;0.00;4105.40;24632.40;13855.73;2771.15;0.00;16626.87;NEODLOZNO
GS-8595/2025;27.06.2025;60603.00;0.00;12120.60;72723.60;40907.03;8181.41;0.00;49088.43;NEODLOZNO
GS-8592/2025;27.06.2025;109962.00;0.00;21992.40;131954.40;74224.35;14844.87;0.00;89069.22;NEODLOZNO
GS-8641/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8668/2025;27.06.2025;37412.00;0.00;7482.40;44894.40;25253.10;5050.62;0.00;30303.72;NEODLOZNO
GS-8597/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8643/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8657/2025;27.06.2025;11520.00;0.00;2304.00;13824.00;7776.00;1555.20;0.00;9331.20;NEODLOZNO
GS-8584/2025;27.06.2025;21467.00;0.00;4293.40;25760.40;14490.23;2898.05;0.00;17388.27;NEODLOZNO
GS-8594/2025;27.06.2025;69269.00;0.00;13853.80;83122.80;46756.58;9351.32;0.00;56107.89;NEODLOZNO
GS-8663/2025;27.06.2025;7298.00;0.00;1459.60;8757.60;4926.15;985.23;0.00;5911.38;NEODLOZNO
GS-8583/2025;27.06.2025;44059.00;0.00;8811.80;52870.80;29739.83;5947.97;0.00;35687.79;NEODLOZNO
GS-8554/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8629/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8556/2025;27.06.2025;5722.00;0.00;1144.40;6866.40;3862.35;772.47;0.00;4634.82;NEODLOZNO
GS-8590/2025;27.06.2025;4288.00;0.00;857.60;5145.60;2894.40;578.88;0.00;3473.28;NEODLOZNO
GS-8557/2025;27.06.2025;30826.00;0.00;6165.20;36991.20;20807.55;4161.51;0.00;24969.06;NEODLOZNO
GS-8547/2025;27.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8555/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8559/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8599/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8518/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8621/2025;27.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8661/2025;27.06.2025;6900.00;0.00;1380.00;8280.00;4657.50;931.50;0.00;5589.00;NEODLOZNO
GS-8604/2025;27.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8517/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8671/2025;27.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8588/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8670/2025;27.06.2025;9600.00;0.00;1920.00;11520.00;6480.00;1296.00;0.00;7776.00;NEODLOZNO
GS-8598/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8523/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8522/2025;27.06.2025;33500.00;0.00;6700.00;40200.00;22612.50;4522.50;0.00;27135.00;NEODLOZNO
GS-8603/2025;27.06.2025;12440.00;0.00;2488.00;14928.00;8397.00;1679.40;0.00;10076.40;NEODLOZNO
GS-8672/2025;27.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8558/2025;27.06.2025;5000.00;0.00;1000.00;6000.00;3375.00;675.00;0.00;4050.00;NEODLOZNO
GS-8646/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8666/2025;27.06.2025;6920.00;0.00;1384.00;8304.00;4671.00;934.20;0.00;5605.20;NEODLOZNO
GS-8520/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8634/2025;27.06.2025;17500.00;0.00;3500.00;21000.00;11812.50;2362.50;0.00;14175.00;NEODLOZNO
GS-8665/2025;27.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8667/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8524/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8620/2025;27.06.2025;14220.00;0.00;2844.00;17064.00;9598.50;1919.70;0.00;11518.20;NEODLOZNO
GS-8553/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8647/2025;27.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8658/2025;27.06.2025;9220.00;0.00;1844.00;11064.00;6223.50;1244.70;0.00;7468.20;NEODLOZNO
GS-8644/2025;27.06.2025;4600.00;0.00;920.00;5520.00;3105.00;621.00;0.00;3726.00;NEODLOZNO
GS-8639/2025;27.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
GS-8525/2025;27.06.2025;25500.00;0.00;5100.00;30600.00;17212.50;3442.50;0.00;20655.00;NEODLOZNO
HM-170/2025;27.06.2025;2082.00;0.00;416.40;2498.40;2082.00;416.40;0.00;2498.40;HAUSMAJSTOR
HM-149/2025;27.06.2025;2082.00;0.00;416.40;2498.40;2082.00;416.40;0.00;2498.40;HAUSMAJSTOR
HM-166/2025;27.06.2025;28529.25;0.00;5705.85;34235.10;28529.25;5705.85;0.00;34235.10;HAUSMAJSTOR
HM-150/2025;27.06.2025;37068.00;0.00;7413.60;44481.60;37068.00;7413.60;0.00;44481.60;HAUSMAJSTOR
HM-152/2025;27.06.2025;2887.00;0.00;577.40;3464.40;2887.00;577.40;0.00;3464.40;HAUSMAJSTOR
HM-165/2025;27.06.2025;3471.00;0.00;694.20;4165.20;3471.00;694.20;0.00;4165.20;HAUSMAJSTOR
HM-154/2025;27.06.2025;9717.50;0.00;1943.50;11661.00;9717.50;1943.50;0.00;11661.00;HAUSMAJSTOR
