Broj naloga;Radna Jedinica;Datum Naloga; Datum Prijemnice;Tip Naloga; Iznos; Max Iznos
1838171;ZVEZDARA;22.08.2025;25.08.2025;SAJLA;9220.00;9220
1838176;RAKOVICA;22.08.2025;25.08.2025;SAJLA;9220.00;9220
1838201;ZEMUN;22.08.2025;25.08.2025;LOKALNO;4600.00;4600
1838204;ZVEZDARA;22.08.2025;27.08.2025;ZAMENA;41719.80;41719.8
1838191;STARI GRAD;22.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838227;ČUKARICA;22.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838203;ČUKARICA;22.08.2025;27.08.2025;ZAMENA;5138.00;5138
1838206;RAKOVICA;22.08.2025;26.08.2025;SAJLA;9220.00;9220
1838225;RAKOVICA;22.08.2025;26.08.2025;LOKALNO;4600.00;4600
1838224;SAVSKI VENAC;22.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838226;NOVI BEOGRAD;22.08.2025;25.08.2025;SAJLA;10852.00;10852
1838235;NOVI BEOGRAD;22.08.2025;25.08.2025;SAJLA;16220.00;16220
1838237;PALILULA;22.08.2025;25.08.2025;SAJLA;16220.00;16220
1838241;NOVI BEOGRAD;22.08.2025;25.08.2025;SAJLA;8300.00;8300
1838246;ZVEZDARA;22.08.2025;25.08.2025;SAJLA;9220.00;9220
1838247;NOVI BEOGRAD;22.08.2025;29.08.2025;ZAMENA;46854.50;46854.5
1838248;ZVEZDARA;22.08.2025;25.08.2025;SAJLA;9220.00;9220
1838250;NOVI BEOGRAD;22.08.2025;25.08.2025;SAJLA;16220.00;16220
1838251;ČUKARICA;22.08.2025;25.08.2025;WOMA;17500.00;17500
1838252;NOVI BEOGRAD;22.08.2025;25.08.2025;SAJLA;9300.00;9300
1838253;ČUKARICA;22.08.2025;29.08.2025;WOMA;17500.00;17500
1838256;NOVI BEOGRAD;22.08.2025;29.08.2025;ZAMENA;37056.60;37056.6
1838257;VOŽDOVAC;23.08.2025;25.08.2025;SAJLA;12440.00;12440
1838259;VRAČAR;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838266;VOŽDOVAC;23.08.2025;29.08.2025;ZAMENA;28644.80;28644.8
1838262;ZEMUN;23.08.2025;29.08.2025;ZAMENA;17963.80;17963.8
1838261;RAKOVICA;23.08.2025;27.08.2025;WOMA;29500.00;29500
1838263;PALILULA;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838268;ZVEZDARA;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838269;RAKOVICA;23.08.2025;25.08.2025;SAJLA;16220.00;16220
1838272;ZVEZDARA;23.08.2025;26.08.2025;SAJLA;15300.00;15300
1838273;ZVEZDARA;23.08.2025;26.08.2025;WOMA;17500.00;17500
1838271;NOVI BEOGRAD;23.08.2025;26.08.2025;LOKALNO;4600.00;4600
1838274;RAKOVICA;23.08.2025;26.08.2025;SAJLA;16220.00;16220
1838278;ZVEZDARA;23.08.2025;25.08.2025;WOMA;30100.00;30100
1838277;ZVEZDARA;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838279;NOVI BEOGRAD;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838282;ČUKARICA;23.08.2025;25.08.2025;WOMA;25500.00;25500
1838281;PALILULA;23.08.2025;27.08.2025;WOMA;17500.00;17500
1838280;NOVI BEOGRAD;23.08.2025;26.08.2025;WOMA;25500.00;25500
1838283;ČUKARICA;23.08.2025;26.08.2025;WOMA;26720.00;26720
1838289;RAKOVICA;23.08.2025;26.08.2025;SAJLA;8300.00;8300
1838287;NOVI BEOGRAD;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838286;ČUKARICA;23.08.2025;26.08.2025;SAJLA;9220.00;9220
1838285;ZEMUN;23.08.2025;28.08.2025;WOMA;25500.00;25500
1838284;ZEMUN;23.08.2025;26.08.2025;WOMA;33500.00;33500
1838290;ZVEZDARA;23.08.2025;25.08.2025;WOMA;33500.00;33500
1838291;NOVI BEOGRAD;23.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838294;ČUKARICA;23.08.2025;27.08.2025;SAJLA;9220.00;9220
1838295;ZVEZDARA;23.08.2025;25.08.2025;WOMA;25500.00;25500
1838296;PALILULA;23.08.2025;26.08.2025;ZAMENA;5195.20;5195.2
1838297;ČUKARICA;23.08.2025;25.08.2025;ZAMENA;5520.00;5520
1838298;PALILULA;23.08.2025;27.08.2025;SAJLA;14220.00;16220
1838299;NOVI BEOGRAD;23.08.2025;26.08.2025;SAJLA;15220.00;15220
1838300;ČUKARICA;23.08.2025;25.08.2025;SAJLA;9220.00;9220
1838301;STARI GRAD;23.08.2025;29.08.2025;WOMA;21500.00;21500
1838302;VRAČAR;23.08.2025;25.08.2025;SAJLA;16220.00;16220
1838305;ČUKARICA;23.08.2025;26.08.2025;SAJLA;15300.00;15300
1838303;ZVEZDARA;23.08.2025;26.08.2025;ZAMENA;6814.00;6814
1838316;SAVSKI VENAC;24.08.2025;25.08.2025;SAJLA;9220.00;9220
1838315;SAVSKI VENAC;24.08.2025;25.08.2025;SAJLA;14220.00;16220
1838313;SAVSKI VENAC;24.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838310;NOVI BEOGRAD;24.08.2025;25.08.2025;SAJLA;9220.00;9220
1838319;ZVEZDARA;24.08.2025;25.08.2025;SAJLA;16220.00;16220
1838306;ČUKARICA;24.08.2025;26.08.2025;SAJLA;9220.00;9220
1838309;ČUKARICA;24.08.2025;28.08.2025;SAJLA;9220.00;9220
1838312;VOŽDOVAC;24.08.2025;26.08.2025;WOMA;5000.00;5000
1838318;NOVI BEOGRAD;24.08.2025;25.08.2025;WOMA;25500.00;25500
1838322;RAKOVICA;24.08.2025;26.08.2025;SAJLA;16220.00;16220
1838324;RAKOVICA;24.08.2025;28.08.2025;WOMA;21500.00;21500
1838323;PALILULA;24.08.2025;26.08.2025;SAJLA;8300.00;8300
1838327;ZVEZDARA;24.08.2025;26.08.2025;WOMA;22100.00;22100
1838325;ČUKARICA;24.08.2025;26.08.2025;SAJLA;9220.00;9220
1838329;STARI GRAD;24.08.2025;28.08.2025;ZAMENA;10324.40;10324.4
1838307;NOVI BEOGRAD;24.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838326;ČUKARICA;25.08.2025;27.08.2025;ZAMENA;4726.00;4726
1838311;VOŽDOVAC;25.08.2025;31.08.2025;ZAMENA;86417.50;86417.5
1838308;VOŽDOVAC;25.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838356;VOŽDOVAC;25.08.2025;27.08.2025;ZAMENA;5100.00;5100
1838360;VOŽDOVAC;25.08.2025;31.08.2025;LOKALNO;4600.00;4600
1838389;ČUKARICA;25.08.2025;26.08.2025;SAJLA;9220.00;9220
1838384;PALILULA;25.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838401;VOŽDOVAC;25.08.2025;31.08.2025;LOKALNO;4600.00;4600
1838387;ZVEZDARA;25.08.2025;27.08.2025;SAJLA;16220.00;16220
1838358;NOVI BEOGRAD;25.08.2025;26.08.2025;SAJLA;16220.00;16220
1838367;NOVI BEOGRAD;25.08.2025;26.08.2025;SAJLA;9220.00;9220
1838403;VOŽDOVAC;25.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838404;VOŽDOVAC;25.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838408;STARI GRAD;25.08.2025;28.08.2025;WOMA;26800;26800
1838411;ZVEZDARA;25.08.2025;29.08.2025;ZAMENA;23414.80;23414.8
1838418;NOVI BEOGRAD;25.08.2025;25.08.2025;WOMA;25500.00;25500
1838420;NOVI BEOGRAD;25.08.2025;25.08.2025;WOMA;25500.00;25500
1838422;NOVI BEOGRAD;25.08.2025;25.08.2025;WOMA;25500.00;25500
1838425;NOVI BEOGRAD;25.08.2025;25.08.2025;WOMA;25500.00;25500
1838427;NOVI BEOGRAD;25.08.2025;25.08.2025;WOMA;25500.00;25500
1838435;PALILULA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838431;RAKOVICA;25.08.2025;26.08.2025;WOMA;5000.00;5000
1838438;ZVEZDARA;25.08.2025;27.08.2025;SAJLA;9220.00;9220
1838451;ZVEZDARA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838466;ZVEZDARA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838460;ZVEZDARA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838456;ZVEZDARA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838455;NOVI BEOGRAD;25.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838447;ZVEZDARA;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838462;NOVI BEOGRAD;25.08.2025;29.08.2025;SAJLA;9220.00;9220
1838472;ZVEZDARA;25.08.2025;28.08.2025;WOMA;5000.00;5000
1838473;SAVSKI VENAC;25.08.2025;27.08.2025;WOMA;25500.00;25500
1838476;SAVSKI VENAC;25.08.2025;27.08.2025;WOMA;25500.00;25500
1838477;NOVI BEOGRAD;25.08.2025;26.08.2025;SAJLA;16220.00;16220
1838471;ZEMUN;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838470;ZEMUN;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838469;ZEMUN;25.08.2025;26.08.2025;WOMA;25500.00;25500
1838439;RAKOVICA;25.08.2025;28.08.2025;WOMA;25500.00;25500
1838442;RAKOVICA;25.08.2025;28.08.2025;WOMA;25500.00;25500
1838443;RAKOVICA;25.08.2025;28.08.2025;WOMA;25500.00;25500
1838483;ZVEZDARA;25.08.2025;26.08.2025;ZAMENA;5130.80;5130.8
1838479;ČUKARICA;25.08.2025;26.08.2025;WOMA;5000.00;5000
1838464;PALILULA;25.08.2025;26.08.2025;SAJLA;16220.00;16220
1838475;VOŽDOVAC;25.08.2025;27.08.2025;ZAMENA;5808.00;5808
1838480;PALILULA;25.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838508;NOVI BEOGRAD;25.08.2025;29.08.2025;SAJLA;19440.00;19440
1838514;ČUKARICA;25.08.2025;27.08.2025;WOMA;22100.00;22100
1838535;ČUKARICA;25.08.2025;27.08.2025;WOMA;5000.00;5000
1838491;RAKOVICA;25.08.2025;29.08.2025;WOMA;29500.00;29500
1838507;ZVEZDARA;25.08.2025;28.08.2025;SAJLA;9220.00;9220
1838522;RAKOVICA;25.08.2025;28.08.2025;ZAMENA;40565.60;40565.6
1838544;NOVI BEOGRAD;25.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838513;STARI GRAD;25.08.2025;29.08.2025;ZAMENA;6538.40;6538.4
1838504;STARI GRAD;25.08.2025;29.08.2025;ZAMENA;12164.80;12164.8
1838587;ZVEZDARA;25.08.2025;26.08.2025;ZAMENA;8300.00;8300
1838550;ZVEZDARA;25.08.2025;26.08.2025;ZAMENA;33630.00;33630
1838589;VRAČAR;25.08.2025;27.08.2025;SAJLA;9220.00;9220
1838593;NOVI BEOGRAD;25.08.2025;29.08.2025;SAJLA;10140.00;10140
1838591;ČUKARICA;25.08.2025;28.08.2025;SAJLA;9220.00;9220
1838592;NOVI BEOGRAD;25.08.2025;27.08.2025;WOMA;5000.00;5000
1838594;VOŽDOVAC;25.08.2025;27.08.2025;SAJLA;11410.00;11410
1838595;ZEMUN;25.08.2025;29.08.2025;ZAMENA;23507.80;23507.8
1838596;NOVI BEOGRAD;25.08.2025;27.08.2025;SAJLA;9220.00;9220
1838612;ČUKARICA;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838613;ČUKARICA;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838614;ČUKARICA;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838615;ČUKARICA;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838616;ČUKARICA;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838629;VOŽDOVAC;26.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838648;ČUKARICA;26.08.2025;29.08.2025;ZAMENA;11900.00;11900
1838647;ČUKARICA;26.08.2025;27.08.2025;ZAMENA;6104.60;6104.6
1838606;STARI GRAD;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838605;STARI GRAD;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838604;STARI GRAD;26.08.2025;26.08.2025;WOMA;25500.00;25500
1838645;VOŽDOVAC;26.08.2025;29.08.2025;ZAMENA;39519.20;39519.2
1838646;ČUKARICA;26.08.2025;26.08.2025;SAJLA;9220.00;9220
1838600;VOŽDOVAC;26.08.2025;28.08.2025;WOMA;25500.00;25500
1838601;VOŽDOVAC;26.08.2025;28.08.2025;WOMA;25500.00;25500
1838602;VOŽDOVAC;26.08.2025;28.08.2025;WOMA;25500.00;25500
1838603;VOŽDOVAC;26.08.2025;28.08.2025;WOMA;25500.00;25500
1838652;ČUKARICA;26.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838642;NOVI BEOGRAD;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838680;STARI GRAD;26.08.2025;27.08.2025;SAJLA;14220.00;16220
1838681;NOVI BEOGRAD;26.08.2025;29.08.2025;WOMA;56721.60;56721.6
1838679;STARI GRAD;26.08.2025;29.08.2025;WOMA;21500.00;21500
1838688;ZEMUN;26.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838663;ZVEZDARA;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838704;NOVI BEOGRAD;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838714;SAVSKI VENAC;26.08.2025;27.08.2025;SAJLA;8300.00;8300
1838715;NOVI BEOGRAD;26.08.2025;29.08.2025;ZAMENA;7591.00;7591
1838710;ZVEZDARA;26.08.2025;27.08.2025;SAJLA;19440.00;19440
1838717;NOVI BEOGRAD;26.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838719;ZEMUN;26.08.2025;29.08.2025;WOMA;21500.00;21500
1838678;ČUKARICA;26.08.2025;28.08.2025;ZAMENA;19741.40;19741.4
1838729;NOVI BEOGRAD;26.08.2025;29.08.2025;ZAMENA;32923.20;32923.2
1838733;NOVI BEOGRAD;26.08.2025;29.08.2025;ZAMENA;21688.20;21688.2
1838721;VRAČAR;26.08.2025;27.08.2025;SAJLA;16220.00;16220
1838662;ZVEZDARA;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838720;PALILULA;26.08.2025;27.08.2025;SAJLA;9220.00;16220
1838727;VOŽDOVAC;26.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838718;VRAČAR;26.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838747;SAVSKI VENAC;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838736;ZEMUN;26.08.2025;29.08.2025;WOMA;5000.00;5000
1838740;NOVI BEOGRAD;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838755;ZEMUN;26.08.2025;29.08.2025;WOMA;21500.00;21500
1838754;VOŽDOVAC;26.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838766;ZEMUN;26.08.2025;29.08.2025;ZAMENA;35367.60;37667.6
1838743;RAKOVICA;26.08.2025;28.08.2025;ZAMENA;27503.60;27503.600000000002
1838759;ČUKARICA;26.08.2025;27.08.2025;SAJLA;16220.00;16220
1838769;ZVEZDARA;26.08.2025;27.08.2025;SAJLA;16220.00;16220
1838782;NOVI BEOGRAD;26.08.2025;26.08.2025;WOMA;35500.00;35500
1838832;ČUKARICA;26.08.2025;28.08.2025;ZAMENA;5808.00;5808
1838828;NOVI BEOGRAD;26.08.2025;29.08.2025;WOMA;21500.00;21500
1838801;ČUKARICA;26.08.2025;28.08.2025;SAJLA;15300.00;15300
1838829;VOŽDOVAC;26.08.2025;29.08.2025;SAJLA;16220.00;16220
1838838;VOŽDOVAC;26.08.2025;27.08.2025;SAJLA;9220.00;9220
1838841;RAKOVICA;26.08.2025;28.08.2025;SAJLA;9220.00;9220
1838840;NOVI BEOGRAD;26.08.2025;29.08.2025;WOMA;169480.20;169480.2
1838839;ČUKARICA;26.08.2025;28.08.2025;SAJLA;9220.00;9220
1838848;VOŽDOVAC;26.08.2025;29.08.2025;SAJLA;9220.00;9220
1838844;ČUKARICA;26.08.2025;29.08.2025;WOMA;35640.00;35640
1838842;ČUKARICA;26.08.2025;28.08.2025;SAJLA;15300.00;15300
1838850;PALILULA;26.08.2025;29.08.2025;LOKALNO;2300.00;2300
1838849;ZVEZDARA;26.08.2025;28.08.2025;SAJLA;9220.00;9220
1838855;NOVI BEOGRAD;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1838857;RAKOVICA;27.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838853;RAKOVICA;27.08.2025;29.08.2025;ZAMENA;44005.60;44005.6
1838888;NOVI BEOGRAD;27.08.2025;29.08.2025;WOMA;9000.00;9000
1838900;PALILULA;27.08.2025;28.08.2025;WOMA;5000.00;5000
1838896;ČUKARICA;27.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838910;ČUKARICA;27.08.2025;29.08.2025;SAJLA;9300.00;9300
1838915;RAKOVICA;27.08.2025;28.08.2025;WOMA;21500.00;21500
1838856;ZVEZDARA;27.08.2025;28.08.2025;SAJLA;12440.00;12440
1838911;STARI GRAD;27.08.2025;28.08.2025;ZAMENA;6538.40;6538.4
1838919;NOVI BEOGRAD;27.08.2025;29.08.2025;WOMA;21500.00;21500
1838932;STARI GRAD;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838933;VOŽDOVAC;27.08.2025;31.08.2025;WOMA;102682.80;102682.8
1838930;ČUKARICA;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838944;STARI GRAD;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1838953;RAKOVICA;27.08.2025;28.08.2025;SAJLA;16932.40;16932.4
1838952;RAKOVICA;27.08.2025;27.08.2025;LOKALNO;4600.00;4600
1838942;ZVEZDARA;27.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838972;ZVEZDARA;27.08.2025;28.08.2025;LOKALNO;4600.00;4600
1838974;PALILULA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1838929;SAVSKI VENAC;27.08.2025;27.08.2025;WOMA;25500.00;25500
1838931;VOŽDOVAC;27.08.2025;28.08.2025;WOMA;25500.00;25500
1838927;ZVEZDARA;27.08.2025;29.08.2025;ZAMENA;47097.20;47097.2
1838980;NOVI BEOGRAD;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1838979;PALILULA;27.08.2025;29.08.2025;WOMA;14220.00;14220
1838992;SAVSKI VENAC;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839009;NOVI BEOGRAD;27.08.2025;29.08.2025;WOMA;21500.00;21500
1839010;ZVEZDARA;27.08.2025;28.08.2025;SAJLA;16220.00;16220
1838998;ČUKARICA;27.08.2025;28.08.2025;SAJLA;15928.00;15928
1839034;ČUKARICA;27.08.2025;28.08.2025;SAJLA;16140.00;16140
1839054;ČUKARICA;27.08.2025;30.08.2025;ZAMENA;56946.90;56946.9
1839014;RAKOVICA;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839052;PALILULA;27.08.2025;28.08.2025;LOKALNO;4600.00;4600
1839031;SAVSKI VENAC;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839060;PALILULA;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839049;ZVEZDARA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839067;ČUKARICA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839066;ČUKARICA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839065;NOVI BEOGRAD;27.08.2025;29.08.2025;WOMA;25500.00;25500
1839068;VOŽDOVAC;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839070;ZVEZDARA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839069;ZVEZDARA;27.08.2025;29.08.2025;WOMA;21500.00;21500
1839071;NOVI BEOGRAD;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839074;RAKOVICA;27.08.2025;29.08.2025;SAJLA;9220.00;9220
1839073;VRAČAR;27.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839077;ČUKARICA;27.08.2025;29.08.2025;WOMA;30100.00;30100
1839093;ZEMUN;28.08.2025;29.08.2025;ZAMENA;13671.70;18671.7
1839098;ZEMUN;28.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839104;ZEMUN;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839099;STARI GRAD;28.08.2025;28.08.2025;LOKALNO;4600.00;4600
1839092;RAKOVICA;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839081;RAKOVICA;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839095;ZVEZDARA;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839152;ČUKARICA;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839162;NOVI BEOGRAD;28.08.2025;29.08.2025;ZAMENA;5808.00;5808
1839180;ZVEZDARA;28.08.2025;29.08.2025;ZAMENA;9843.50;9843.5
1839181;VRAČAR;28.08.2025;29.08.2025;SAJLA;16220.00;16220
1839195;NOVI BEOGRAD;28.08.2025;29.08.2025;WOMA;26720.00;26720
1839182;STARI GRAD;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839265;ZVEZDARA;28.08.2025;29.08.2025;ZAMENA;4726.00;4726
1839290;ČUKARICA;28.08.2025;29.08.2025;SAJLA;15300.00;15300
1839288;VOŽDOVAC;28.08.2025;31.08.2025;ZAMENA;43653.60;43653.6
1839293;ČUKARICA;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839301;ČUKARICA;28.08.2025;29.08.2025;SAJLA;8300.00;8300
1839302;VOŽDOVAC;28.08.2025;29.08.2025;SAJLA;9220.00;9220
1839292;STARI GRAD;29.08.2025;29.08.2025;ZAMENA;11300.00;11300
1839305;ČUKARICA;29.08.2025;29.08.2025;SAJLA;16220.00;16220
1839304;RAKOVICA;29.08.2025;29.08.2025;WOMA;9000.00;9000
1839294;NOVI BEOGRAD;29.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839322;NOVI BEOGRAD;29.08.2025;29.08.2025;SAJLA;9220.00;9220
1839329;RAKOVICA;29.08.2025;29.08.2025;WOMA;9000.00;9000
1839332;ZVEZDARA;29.08.2025;29.08.2025;LOKALNO;4600.00;4600
1839343;ZVEZDARA;29.08.2025;29.08.2025;SAJLA;9220.00;9220
1839449;ZVEZDARA;29.08.2025;29.08.2025;WOMA;33000.00;33000
